Individual,species,Sample_Health_State ,colony_health,Colony_number,photo,measurement,value 
WPH_34,OFRA,DD,DD,41,,degr_symb,1
WPH_34,OFRA,DD,DD,41,2,gastro,1
WPH_34,OFRA,DD,DD,41,,prop_exo,0.285714286
WPH_34,OFRA,DD,DD,41,,degr_symb,1
WPH_34,OFRA,DD,DD,41,3,gastro,1
WPH_34,OFRA,DD,DD,41,,prop_exo,0.272727273
WPH_34,OFRA,DD,DD,41,,degr_symb,1
WPH_34,OFRA,DD,DD,41,4,gastro,1
WPH_34,OFRA,DD,DD,41,,prop_exo,0.230769231
WPH_34,OFRA,DD,DD,41,,degr_symb,1
WPH_34,OFRA,DD,DD,41,5,gastro,1
WPH_34,OFRA,DD,DD,41,,prop_exo,0
WPH_34,OFRA,DD,DD,41,,degr_symb,1
WPH_34,OFRA,DD,DD,41,,symb_vac,0.458501111
WPH_34,OFRA,DD,DD,41,,symb_vac,0.485817525
WPH_34,OFRA,DD,DD,41,,symb_vac,0.478700591
WPH_34,OFRA,DD,DD,41,,symb_vac,0.527652685
WPH_34,OFRA,DD,DD,41,,symb_vac,0.552348488
WPH_34,OFRA,DD,DD,41,,symb_vac,0.408924443
WPH_34,OFRA,DD,DD,41,,symb_vac,0.471958793
WPH_34,OFRA,DD,DD,41,,symb_vac,0.490158059
WPH_34,OFRA,DD,DD,41,,symb_vac,0.461291514
WPH_34,OFRA,DD,DD,41,,symb_vac,0.429392179
WPH_34,OFRA,DD,DD,41,,symb_vac,0.500841114
WPH_34,OFRA,DD,DD,41,,symb_vac,0.488414558
WPH_34,OFRA,DD,DD,41,,symb_vac,0.59480861
WPH_34,OFRA,DD,DD,41,,symb_vac,0.598276957
WPH_34,OFRA,DD,DD,41,,symb_vac,0.586023521
WPH_34,OFRA,DD,DD,41,,min_symb,19.987
WPH_34,OFRA,DD,DD,41,,max_vac,98.593
WPH_34,OFRA,DD,DD,41,,avg_symb,31.35006667
WPH_34,OFRA,DD,DD,41,,avg_vac,62.5226
WPH_62,OFRA,HH,HP,43,1,gastro,1
WPH_62,OFRA,HH,HP,43,,prop_exo,0.142857143
WPH_62,OFRA,HH,HP,43,,degr_symb,1
WPH_62,OFRA,HH,HP,43,2,gastro,1
WPH_62,OFRA,HH,HP,43,,prop_exo,0.153846154
WPH_62,OFRA,HH,HP,43,,degr_symb,1
WPH_62,OFRA,HH,HP,43,3,gastro,1
WPH_62,OFRA,HH,HP,43,,prop_exo,0.428571429
WPH_62,OFRA,HH,HP,43,,degr_symb,1
WPH_62,OFRA,HH,HP,43,4,gastro,1
WPH_62,OFRA,HH,HP,43,,prop_exo,0.263157895
WPH_62,OFRA,HH,HP,43,,degr_symb,1
WPH_62,OFRA,HH,HP,43,5,gastro,1
WPH_62,OFRA,HH,HP,43,,prop_exo,0.357142857
WPH_62,OFRA,HH,HP,43,,degr_symb,1
WPH_62,OFRA,HH,HP,43,,symb_vac,0.469312759
WPH_62,OFRA,HH,HP,43,,symb_vac,0.528546273
WPH_62,OFRA,HH,HP,43,,symb_vac,0.444230464
WPH_62,OFRA,HH,HP,43,,symb_vac,0.482972136
WPH_62,OFRA,HH,HP,43,,symb_vac,0.48472821
WPH_62,OFRA,HH,HP,43,,symb_vac,0.412237542
WPH_62,OFRA,HH,HP,43,,symb_vac,0.458624417
WPH_62,OFRA,HH,HP,43,,symb_vac,0.419006446
WPH_62,OFRA,HH,HP,43,,symb_vac,0.350173722
WPH_62,OFRA,HH,HP,43,,symb_vac,0.416274303
WPH_62,OFRA,HH,HP,43,,symb_vac,0.529305022
WPH_62,OFRA,HH,HP,43,,symb_vac,0.485843643
WPH_62,OFRA,HH,HP,43,,symb_vac,0.566421435
WPH_62,OFRA,HH,HP,43,,symb_vac,0.469914387
WPH_62,OFRA,HH,HP,43,,symb_vac,0.497871415
WPH_62,OFRA,HH,HP,43,,min_symb,9.877
WPH_62,OFRA,HH,HP,43,,max_vac,81.883
WPH_62,OFRA,HH,HP,43,,avg_symb,27.01573333
WPH_62,OFRA,HH,HP,43,,avg_vac,57.57066667
WPH_31,OFRA,HD,HD,31,1,gastro,1
WPH_31,OFRA,HD,HD,31,,prop_exo,0.166666667
WPH_31,OFRA,HD,HD,31,,degr_symb,1
WPH_31,OFRA,HD,HD,31,2,gastro,1
WPH_31,OFRA,HD,HD,31,,prop_exo,0.285714286
WPH_31,OFRA,HD,HD,31,,degr_symb,1
WPH_31,OFRA,HD,HD,31,3,gastro,1
WPH_31,OFRA,HD,HD,31,,prop_exo,0.25
WPH_31,OFRA,HD,HD,31,,degr_symb,1
WPH_31,OFRA,HD,HD,31,4,gastro,0
WPH_31,OFRA,HD,HD,31,,prop_exo,0.176470588
WPH_31,OFRA,HD,HD,31,,degr_symb,1
WPH_31,OFRA,HD,HD,31,5,gastro,1
WPH_31,OFRA,HD,HD,31,,prop_exo,0.125
WPH_31,OFRA,HD,HD,31,,degr_symb,1
WPH_31,OFRA,HD,HD,31,,symb_vac,0.477409529
WPH_31,OFRA,HD,HD,31,,symb_vac,0.475352508
WPH_31,OFRA,HD,HD,31,,symb_vac,0.409513801
WPH_31,OFRA,HD,HD,31,,symb_vac,0.693624178
WPH_31,OFRA,HD,HD,31,,symb_vac,0.434009783
WPH_31,OFRA,HD,HD,31,,symb_vac,0.573970813
WPH_31,OFRA,HD,HD,31,,symb_vac,0.399896088
WPH_31,OFRA,HD,HD,31,,symb_vac,0.311914594
WPH_31,OFRA,HD,HD,31,,symb_vac,0.569326781
WPH_31,OFRA,HD,HD,31,,symb_vac,0.503398584
WPH_31,OFRA,HD,HD,31,,symb_vac,0.435514951
WPH_31,OFRA,HD,HD,31,,symb_vac,0.551979706
WPH_31,OFRA,HD,HD,31,,symb_vac,0.533286363
WPH_31,OFRA,HD,HD,31,,symb_vac,0.516991307
WPH_31,OFRA,HD,HD,31,,symb_vac,0.548869752
WPH_31,OFRA,HD,HD,31,,min_symb,12.388
WPH_31,OFRA,HD,HD,31,,max_vac,78.913
WPH_31,OFRA,HD,HD,31,,avg_symb,30.03226667
WPH_31,OFRA,HD,HD,31,,avg_vac,60.31326667
WPH_65,OFRA,HH,HP,61,1,gastro,1
WPH_65,OFRA,HH,HP,61,,prop_exo,0.454545455
WPH_65,OFRA,HH,HP,61,,degr_symb,1
WPH_65,OFRA,HH,HP,61,2,gastro,1
WPH_65,OFRA,HH,HP,61,,prop_exo,0.111111111
WPH_65,OFRA,HH,HP,61,,degr_symb,1
WPH_65,OFRA,HH,HP,61,3,gastro,1
WPH_65,OFRA,HH,HP,61,,prop_exo,0.060606061
WPH_65,OFRA,HH,HP,61,,degr_symb,1
WPH_65,OFRA,HH,HP,61,4,gastro,1
WPH_65,OFRA,HH,HP,61,,prop_exo,0.074074074
WPH_65,OFRA,HH,HP,61,,degr_symb,1
WPH_65,OFRA,HH,HP,61,5,gastro,1
WPH_65,OFRA,HH,HP,61,,prop_exo,0.4
WPH_65,OFRA,HH,HP,61,,degr_symb,1
WPH_65,OFRA,HH,HP,61,,symb_vac,0.565282563
WPH_65,OFRA,HH,HP,61,,symb_vac,0.443109803
WPH_65,OFRA,HH,HP,61,,symb_vac,0.423363545
WPH_65,OFRA,HH,HP,61,,symb_vac,0.579582655
WPH_65,OFRA,HH,HP,61,,symb_vac,0.583674319
WPH_65,OFRA,HH,HP,61,,symb_vac,0.465661115
WPH_65,OFRA,HH,HP,61,,symb_vac,0.307945822
WPH_65,OFRA,HH,HP,61,,symb_vac,0.467232414
WPH_65,OFRA,HH,HP,61,,symb_vac,0.414329067
WPH_65,OFRA,HH,HP,61,,symb_vac,0.437197706
WPH_65,OFRA,HH,HP,61,,symb_vac,0.420083724
WPH_65,OFRA,HH,HP,61,,symb_vac,0.384979468
WPH_65,OFRA,HH,HP,61,,symb_vac,0.450413288
WPH_65,OFRA,HH,HP,61,,symb_vac,0.588101195
WPH_65,OFRA,HH,HP,61,,symb_vac,0.523080725
WPH_65,OFRA,HH,HP,61,,min_symb,15.324
WPH_65,OFRA,HH,HP,61,,max_vac,81.626
WPH_65,OFRA,HH,HP,61,,avg_symb,24.9874
WPH_65,OFRA,HH,HP,61,,avg_vac,52.20566667
WPH_68,PAST,DD,DD,56,1,gastro,1
WPH_68,PAST,DD,DD,56,,prop_exo,0.444444444
WPH_68,PAST,DD,DD,56,,degr_symb,1
WPH_68,PAST,DD,DD,56,2,gastro,1
WPH_68,PAST,DD,DD,56,,prop_exo,0.333333333
WPH_68,PAST,DD,DD,56,,degr_symb,1
WPH_68,PAST,DD,DD,56,3,gastro,1
WPH_68,PAST,DD,DD,56,,prop_exo,0.285714286
WPH_68,PAST,DD,DD,56,,degr_symb,1
WPH_68,PAST,DD,DD,56,4,gastro,1
WPH_68,PAST,DD,DD,56,,prop_exo,0.3125
WPH_68,PAST,DD,DD,56,,degr_symb,1
WPH_68,PAST,DD,DD,56,5,gastro,1
WPH_68,PAST,DD,DD,56,,prop_exo,0.363636364
WPH_68,PAST,DD,DD,56,,degr_symb,1
WPH_68,PAST,DD,DD,56,,symb_vac,0.41660049
WPH_68,PAST,DD,DD,56,,symb_vac,0.430086347
WPH_68,PAST,DD,DD,56,,symb_vac,0.442938394
WPH_68,PAST,DD,DD,56,,symb_vac,0.53046013
WPH_68,PAST,DD,DD,56,,symb_vac,0.376383338
WPH_68,PAST,DD,DD,56,,symb_vac,0.523127876
WPH_68,PAST,DD,DD,56,,symb_vac,0.424816463
WPH_68,PAST,DD,DD,56,,symb_vac,0.560151007
WPH_68,PAST,DD,DD,56,,symb_vac,0.500975293
WPH_68,PAST,DD,DD,56,,symb_vac,0.41709034
WPH_68,PAST,DD,DD,56,,symb_vac,0.498363469
WPH_68,PAST,DD,DD,56,,symb_vac,0.510170149
WPH_68,PAST,DD,DD,56,,symb_vac,0.409555371
WPH_68,PAST,DD,DD,56,,symb_vac,0.440979901
WPH_68,PAST,DD,DD,56,,symb_vac,0.34469293
WPH_68,PAST,DD,DD,56,,min_symb,19.59
WPH_68,PAST,DD,DD,56,,max_vac,105.009
WPH_68,PAST,DD,DD,56,,avg_symb,32.68706667
WPH_68,PAST,DD,DD,56,,avg_vac,71.94326667
WPH_23,OFRA,HD,HD,50,1,gastro,1
WPH_23,OFRA,HD,HD,50,,prop_exo,0.307692308
WPH_23,OFRA,HD,HD,50,,degr_symb,1
WPH_23,OFRA,HD,HD,50,2,gastro,1
WPH_23,OFRA,HD,HD,50,,prop_exo,0.1875
WPH_23,OFRA,HD,HD,50,,degr_symb,1
WPH_23,OFRA,HD,HD,50,3,gastro,1
WPH_23,OFRA,HD,HD,50,,prop_exo,0.230769231
WPH_23,OFRA,HD,HD,50,,degr_symb,1
WPH_23,OFRA,HD,HD,50,4,gastro,1
WPH_23,OFRA,HD,HD,50,,prop_exo,0.5
WPH_23,OFRA,HD,HD,50,,degr_symb,1
WPH_23,OFRA,HD,HD,50,5,gastro,1
WPH_23,OFRA,HD,HD,50,,prop_exo,0.333333333
WPH_23,OFRA,HD,HD,50,,degr_symb,1
WPH_23,OFRA,HD,HD,50,,symb_vac,0.546548187
WPH_23,OFRA,HD,HD,50,,symb_vac,0.660088514
WPH_23,OFRA,HD,HD,50,,symb_vac,0.542622109
WPH_23,OFRA,HD,HD,50,,symb_vac,0.578188784
WPH_23,OFRA,HD,HD,50,,symb_vac,0.471711636
WPH_23,OFRA,HD,HD,50,,symb_vac,0.499594241
WPH_23,OFRA,HD,HD,50,,symb_vac,0.630042802
WPH_23,OFRA,HD,HD,50,,symb_vac,0.580119845
WPH_23,OFRA,HD,HD,50,,symb_vac,0.592574565
WPH_23,OFRA,HD,HD,50,,symb_vac,0.416681843
WPH_23,OFRA,HD,HD,50,,symb_vac,0.483101724
WPH_23,OFRA,HD,HD,50,,symb_vac,0.405482184
WPH_23,OFRA,HD,HD,50,,symb_vac,0.538971332
WPH_23,OFRA,HD,HD,50,,symb_vac,0.397701891
WPH_23,OFRA,HD,HD,50,,symb_vac,0.602087198
WPH_23,OFRA,HD,HD,50,,min_symb,17.271
WPH_23,OFRA,HD,HD,50,,max_vac,92.181
WPH_23,OFRA,HD,HD,50,,avg_symb,33.93586667
WPH_23,OFRA,HD,HD,50,,avg_vac,63.024
WPH_24,OFRA,DD,DD,46,1,gastro,1
WPH_24,OFRA,DD,DD,46,,prop_exo,0.272727273
WPH_24,OFRA,DD,DD,46,,degr_symb,1
WPH_24,OFRA,DD,DD,46,2,gastro,1
WPH_24,OFRA,DD,DD,46,,prop_exo,0.1875
WPH_24,OFRA,DD,DD,46,,degr_symb,1
WPH_24,OFRA,DD,DD,46,3,gastro,1
WPH_24,OFRA,DD,DD,46,,prop_exo,0
WPH_24,OFRA,DD,DD,46,,degr_symb,1
WPH_24,OFRA,DD,DD,46,4,gastro,1
WPH_24,OFRA,DD,DD,46,,prop_exo,0.290322581
WPH_24,OFRA,DD,DD,46,,degr_symb,1
WPH_24,OFRA,DD,DD,46,5,gastro,1
WPH_24,OFRA,DD,DD,46,,prop_exo,0.25
WPH_24,OFRA,DD,DD,46,,degr_symb,1
WPH_24,OFRA,DD,DD,46,,symb_vac,0.461162651
WPH_24,OFRA,DD,DD,46,,symb_vac,0.561994369
WPH_24,OFRA,DD,DD,46,,symb_vac,0.530532666
WPH_24,OFRA,DD,DD,46,,symb_vac,0.542362427
WPH_24,OFRA,DD,DD,46,,symb_vac,0.469562723
WPH_24,OFRA,DD,DD,46,,symb_vac,0.469052697
WPH_24,OFRA,DD,DD,46,,symb_vac,0.442363025
WPH_24,OFRA,DD,DD,46,,symb_vac,0.54913915
WPH_24,OFRA,DD,DD,46,,symb_vac,0.356468567
WPH_24,OFRA,DD,DD,46,,symb_vac,0.539828094
WPH_24,OFRA,DD,DD,46,,symb_vac,0.457368698
WPH_24,OFRA,DD,DD,46,,symb_vac,0.548797966
WPH_24,OFRA,DD,DD,46,,symb_vac,0.438281749
WPH_24,OFRA,DD,DD,46,,symb_vac,0.471242591
WPH_24,OFRA,DD,DD,46,,symb_vac,0.523918764
WPH_24,OFRA,DD,DD,46,,min_symb,21.633
WPH_24,OFRA,DD,DD,46,,max_vac,99.398
WPH_24,OFRA,DD,DD,46,,avg_symb,33.37073333
WPH_24,OFRA,DD,DD,46,,avg_vac,68.7232
WPH_45,PAST,HH,HH,63,1,gastro,1
WPH_45,PAST,HH,HH,63,,prop_exo,0.3
WPH_45,PAST,HH,HH,63,,degr_symb,1
WPH_45,PAST,HH,HH,63,2,gastro,1
WPH_45,PAST,HH,HH,63,,prop_exo,0.363636364
WPH_45,PAST,HH,HH,63,,degr_symb,1
WPH_45,PAST,HH,HH,63,3,gastro,1
WPH_45,PAST,HH,HH,63,,prop_exo,0.2
WPH_45,PAST,HH,HH,63,,degr_symb,1
WPH_45,PAST,HH,HH,63,4,gastro,1
WPH_45,PAST,HH,HH,63,,prop_exo,0.111111111
WPH_45,PAST,HH,HH,63,,degr_symb,1
WPH_45,PAST,HH,HH,63,5,gastro,1
WPH_45,PAST,HH,HH,63,,prop_exo,0.142857143
WPH_45,PAST,HH,HH,63,,degr_symb,1
WPH_45,PAST,HH,HH,63,,symb_vac,0.569326252
WPH_45,PAST,HH,HH,63,,symb_vac,0.561367626
WPH_45,PAST,HH,HH,63,,symb_vac,0.510746973
WPH_45,PAST,HH,HH,63,,symb_vac,0.514360605
WPH_45,PAST,HH,HH,63,,symb_vac,0.619833755
WPH_45,PAST,HH,HH,63,,symb_vac,0.532841161
WPH_45,PAST,HH,HH,63,,symb_vac,0.530323292
WPH_45,PAST,HH,HH,63,,symb_vac,0.482280455
WPH_45,PAST,HH,HH,63,,symb_vac,0.463883875
WPH_45,PAST,HH,HH,63,,symb_vac,0.345239525
WPH_45,PAST,HH,HH,63,,symb_vac,0.519882376
WPH_45,PAST,HH,HH,63,,symb_vac,0.455226543
WPH_45,PAST,HH,HH,63,,symb_vac,0.639667705
WPH_45,PAST,HH,HH,63,,symb_vac,0.564969053
WPH_45,PAST,HH,HH,63,,symb_vac,0.502177332
WPH_45,PAST,HH,HH,63,,min_symb,20.416
WPH_45,PAST,HH,HH,63,,max_vac,104.164
WPH_45,PAST,HH,HH,63,,avg_symb,38.20566667
WPH_45,PAST,HH,HH,63,,avg_vac,73.3374
WPH_09,PAST,HD,DD,44,1,gastro,1
WPH_09,PAST,HD,DD,44,,prop_exo,0.5
WPH_09,PAST,HD,DD,44,,degr_symb,1
WPH_09,PAST,HD,DD,44,2,gastro,1
WPH_09,PAST,HD,DD,44,,prop_exo,0.285714286
WPH_09,PAST,HD,DD,44,,degr_symb,1
WPH_09,PAST,HD,DD,44,3,gastro,1
WPH_09,PAST,HD,DD,44,,prop_exo,0
WPH_09,PAST,HD,DD,44,,degr_symb,1
WPH_09,PAST,HD,DD,44,4,gastro,1
WPH_09,PAST,HD,DD,44,,prop_exo,0.2
WPH_09,PAST,HD,DD,44,,degr_symb,1
WPH_09,PAST,HD,DD,44,5,gastro,1
WPH_09,PAST,HD,DD,44,,prop_exo,0.210526316
WPH_09,PAST,HD,DD,44,,degr_symb,1
WPH_09,PAST,HD,DD,44,,symb_vac,0.598484585
WPH_09,PAST,HD,DD,44,,symb_vac,0.322892109
WPH_09,PAST,HD,DD,44,,symb_vac,0.458919639
WPH_09,PAST,HD,DD,44,,symb_vac,0.523135907
WPH_09,PAST,HD,DD,44,,symb_vac,0.416221104
WPH_09,PAST,HD,DD,44,,symb_vac,0.493658042
WPH_09,PAST,HD,DD,44,,symb_vac,0.428483965
WPH_09,PAST,HD,DD,44,,symb_vac,0.367679233
WPH_09,PAST,HD,DD,44,,symb_vac,0.538492411
WPH_09,PAST,HD,DD,44,,symb_vac,0.552095564
WPH_09,PAST,HD,DD,44,,symb_vac,0.427465927
WPH_09,PAST,HD,DD,44,,symb_vac,0.623057146
WPH_09,PAST,HD,DD,44,,symb_vac,0.447034939
WPH_09,PAST,HD,DD,44,,symb_vac,0.393386545
WPH_09,PAST,HD,DD,44,,symb_vac,0.370653338
WPH_09,PAST,HD,DD,44,,min_symb,8.739
WPH_09,PAST,HD,DD,44,,max_vac,78.356
WPH_09,PAST,HD,DD,44,,avg_symb,27.0952
WPH_09,PAST,HD,DD,44,,avg_vac,58.24853333
WPH_49,PAST,HH,HH,45,1,gastro,1
WPH_49,PAST,HH,HH,45,,prop_exo,0.2
WPH_49,PAST,HH,HH,45,,degr_symb,1
WPH_49,PAST,HH,HH,45,2,gastro,1
WPH_49,PAST,HH,HH,45,,prop_exo,0
WPH_49,PAST,HH,HH,45,,degr_symb,1
WPH_49,PAST,HH,HH,45,3,gastro,1
WPH_49,PAST,HH,HH,45,,prop_exo,0.285714286
WPH_49,PAST,HH,HH,45,,degr_symb,1
WPH_49,PAST,HH,HH,45,4,gastro,1
WPH_49,PAST,HH,HH,45,,prop_exo,0.272727273
WPH_49,PAST,HH,HH,45,,degr_symb,1
WPH_49,PAST,HH,HH,45,5,gastro,1
WPH_49,PAST,HH,HH,45,,prop_exo,0.222222222
WPH_49,PAST,HH,HH,45,,degr_symb,1
WPH_49,PAST,HH,HH,45,,symb_vac,0.459844004
WPH_49,PAST,HH,HH,45,,symb_vac,0.605495684
WPH_49,PAST,HH,HH,45,,symb_vac,0.507497116
WPH_49,PAST,HH,HH,45,,symb_vac,0.540018942
WPH_49,PAST,HH,HH,45,,symb_vac,0.521220921
WPH_49,PAST,HH,HH,45,,symb_vac,0.545998304
WPH_49,PAST,HH,HH,45,,symb_vac,0.401275917
WPH_49,PAST,HH,HH,45,,symb_vac,0.476043305
WPH_49,PAST,HH,HH,45,,symb_vac,0.412786636
WPH_49,PAST,HH,HH,45,,symb_vac,0.475403258
WPH_49,PAST,HH,HH,45,,symb_vac,0.508176533
WPH_49,PAST,HH,HH,45,,symb_vac,0.456376481
WPH_49,PAST,HH,HH,45,,symb_vac,0.59206629
WPH_49,PAST,HH,HH,45,,symb_vac,0.570122153
WPH_49,PAST,HH,HH,45,,symb_vac,0.634060964
WPH_49,PAST,HH,HH,45,,min_symb,21.386
WPH_49,PAST,HH,HH,45,,max_vac,105.003
WPH_49,PAST,HH,HH,45,,avg_symb,34.17793333
WPH_49,PAST,HH,HH,45,,avg_vac,67.59353333
WPH_71,OFRA,HH,HH,66,1,gastro,1
WPH_71,OFRA,HH,HH,66,,prop_exo,0.235294118
WPH_71,OFRA,HH,HH,66,,degr_symb,1
WPH_71,OFRA,HH,HH,66,2,gastro,1
WPH_71,OFRA,HH,HH,66,,prop_exo,0.125
WPH_71,OFRA,HH,HH,66,,degr_symb,1
WPH_71,OFRA,HH,HH,66,3,gastro,1
WPH_71,OFRA,HH,HH,66,,prop_exo,0.111111111
WPH_71,OFRA,HH,HH,66,,degr_symb,1
WPH_71,OFRA,HH,HH,66,4,gastro,1
WPH_71,OFRA,HH,HH,66,,prop_exo,0.222222222
WPH_71,OFRA,HH,HH,66,,degr_symb,1
WPH_71,OFRA,HH,HH,66,5,gastro,1
WPH_71,OFRA,HH,HH,66,,prop_exo,0.157894737
WPH_71,OFRA,HH,HH,66,,degr_symb,1
WPH_71,OFRA,HH,HH,66,,symb_vac,0.292276769
WPH_71,OFRA,HH,HH,66,,symb_vac,0.699543189
WPH_71,OFRA,HH,HH,66,,symb_vac,0.481415752
WPH_71,OFRA,HH,HH,66,,symb_vac,0.447387508
WPH_71,OFRA,HH,HH,66,,symb_vac,0.400743606
WPH_71,OFRA,HH,HH,66,,symb_vac,0.417972408
WPH_71,OFRA,HH,HH,66,,symb_vac,0.680015435
WPH_71,OFRA,HH,HH,66,,symb_vac,0.370319462
WPH_71,OFRA,HH,HH,66,,symb_vac,0.434473095
WPH_71,OFRA,HH,HH,66,,symb_vac,0.516296967
WPH_71,OFRA,HH,HH,66,,symb_vac,0.399849424
WPH_71,OFRA,HH,HH,66,,symb_vac,0.525863163
WPH_71,OFRA,HH,HH,66,,symb_vac,0.541255376
WPH_71,OFRA,HH,HH,66,,symb_vac,0.40190228
WPH_71,OFRA,HH,HH,66,,symb_vac,0.458533305
WPH_71,OFRA,HH,HH,66,,min_symb,15.952
WPH_71,OFRA,HH,HH,66,,max_vac,82.09
WPH_71,OFRA,HH,HH,66,,avg_symb,26.222
WPH_71,OFRA,HH,HH,66,,avg_vac,56.4254