ID,TRUE_sample_health,worded_health,species,photo,measurement,value
Histo_1,WHD,HD,OFRA,1,gastro,1
Histo_1,WHD,HD,OFRA,,prop_exo,0.230769231
Histo_1,WHD,HD,OFRA,,degr_symb,1
Histo_1,WHD,HD,OFRA,2,gastro,1
Histo_1,WHD,HD,OFRA,,prop_exo,0.210526316
Histo_1,WHD,HD,OFRA,,degr_symb,1
Histo_1,WHD,HD,OFRA,3,gastro,1
Histo_1,WHD,HD,OFRA,,prop_exo,0.04
Histo_1,WHD,HD,OFRA,,degr_symb,1
Histo_1,WHD,HD,OFRA,4,gastro,1
Histo_1,WHD,HD,OFRA,,prop_exo,0.166666667
Histo_1,WHD,HD,OFRA,,degr_symb,1
Histo_1,WHD,HD,OFRA,5,gastro,0
Histo_1,WHD,HD,OFRA,,prop_exo,0.117647059
Histo_1,WHD,HD,OFRA,,degr_symb,1
Histo_1,WHD,HD,OFRA,,symb_vac,0.583155228
Histo_1,WHD,HD,OFRA,,symb_vac,0.55026685
Histo_1,WHD,HD,OFRA,,symb_vac,0.586858842
Histo_1,WHD,HD,OFRA,,symb_vac,0.666074647
Histo_1,WHD,HD,OFRA,,symb_vac,0.736574784
Histo_1,WHD,HD,OFRA,,symb_vac,0.523765179
Histo_1,WHD,HD,OFRA,,symb_vac,0.55699187
Histo_1,WHD,HD,OFRA,,symb_vac,0.664378471
Histo_1,WHD,HD,OFRA,,symb_vac,0.595745011
Histo_1,WHD,HD,OFRA,,symb_vac,0.506759703
Histo_1,WHD,HD,OFRA,,symb_vac,0.572613714
Histo_1,WHD,HD,OFRA,,symb_vac,0.559931945
Histo_1,WHD,HD,OFRA,,symb_vac,0.618206589
Histo_1,WHD,HD,OFRA,,symb_vac,0.651462525
Histo_1,WHD,HD,OFRA,,symb_vac,0.663337045
Histo_1,WHD,HD,OFRA,,min_symb,27.036
Histo_1,WHD,HD,OFRA,,max_vac,86.1
Histo_1,WHD,HD,OFRA,,avg_symb,38.873
Histo_1,WHD,HD,OFRA,,avg_vac,64.614
Histo_2,WHD,HD,OFRA,1,gastro,1
Histo_2,WHD,HD,OFRA,,prop_exo,=2/24'
Histo_2,WHD,HD,OFRA,,degr_symb,1
Histo_2,WHD,HD,OFRA,2,gastro,0
Histo_2,WHD,HD,OFRA,,prop_exo,0.090909091
Histo_2,WHD,HD,OFRA,,degr_symb,1
Histo_2,WHD,HD,OFRA,3,gastro,0
Histo_2,WHD,HD,OFRA,,prop_exo,0.181818182
Histo_2,WHD,HD,OFRA,,degr_symb,1
Histo_2,WHD,HD,OFRA,4,gastro,1
Histo_2,WHD,HD,OFRA,,prop_exo,0.238095238
Histo_2,WHD,HD,OFRA,,degr_symb,1
Histo_2,WHD,HD,OFRA,5,gastro,0
Histo_2,WHD,HD,OFRA,,prop_exo,0.111111111
Histo_2,WHD,HD,OFRA,,degr_symb,1
Histo_2,WHD,HD,OFRA,,symb_vac,0.742620699
Histo_2,WHD,HD,OFRA,,symb_vac,0.966021127
Histo_2,WHD,HD,OFRA,,symb_vac,0.751412799
Histo_2,WHD,HD,OFRA,,symb_vac,0.660134222
Histo_2,WHD,HD,OFRA,,symb_vac,0.756291701
Histo_2,WHD,HD,OFRA,,symb_vac,0.871310891
Histo_2,WHD,HD,OFRA,,symb_vac,0.693287817
Histo_2,WHD,HD,OFRA,,symb_vac,0.787864166
Histo_2,WHD,HD,OFRA,,symb_vac,0.834852318
Histo_2,WHD,HD,OFRA,,symb_vac,0.560149545
Histo_2,WHD,HD,OFRA,,symb_vac,0.695261234
Histo_2,WHD,HD,OFRA,,symb_vac,0.778860891
Histo_2,WHD,HD,OFRA,,symb_vac,0.78152846
Histo_2,WHD,HD,OFRA,,symb_vac,0.77371204
Histo_2,WHD,HD,OFRA,,symb_vac,0.804447884
Histo_2,WHD,HD,OFRA,,min_symb,26.124
Histo_2,WHD,HD,OFRA,,max_vac,59.694
Histo_2,WHD,HD,OFRA,,avg_symb,34.26886667
Histo_2,WHD,HD,OFRA,,avg_vac,45.32086667
Histo_3,WDD,DD,OFRA,1,gastro,1
Histo_3,WDD,DD,OFRA,,prop_exo,0.166666667
Histo_3,WDD,DD,OFRA,,degr_symb,1
Histo_3,WDD,DD,OFRA,2,gastro,1
Histo_3,WDD,DD,OFRA,,prop_exo,0.2
Histo_3,WDD,DD,OFRA,,degr_symb,1
Histo_3,WDD,DD,OFRA,3,gastro,0
Histo_3,WDD,DD,OFRA,,prop_exo,0
Histo_3,WDD,DD,OFRA,,degr_symb,1
Histo_3,WDD,DD,OFRA,4,gastro,1
Histo_3,WDD,DD,OFRA,,prop_exo,0.555555556
Histo_3,WDD,DD,OFRA,,degr_symb,1
Histo_3,WDD,DD,OFRA,5,gastro,1
Histo_3,WDD,DD,OFRA,,prop_exo,0.2
Histo_3,WDD,DD,OFRA,,degr_symb,1
Histo_3,WDD,DD,OFRA,,symb_vac,0.554669131
Histo_3,WDD,DD,OFRA,,symb_vac,0.516225685
Histo_3,WDD,DD,OFRA,,symb_vac,0.558817292
Histo_3,WDD,DD,OFRA,,symb_vac,0.554482944
Histo_3,WDD,DD,OFRA,,symb_vac,0.523010516
Histo_3,WDD,DD,OFRA,,symb_vac,0.520757274
Histo_3,WDD,DD,OFRA,,symb_vac,0.635235887
Histo_3,WDD,DD,OFRA,,symb_vac,0.704236185
Histo_3,WDD,DD,OFRA,,symb_vac,0.62697429
Histo_3,WDD,DD,OFRA,,symb_vac,0.510369129
Histo_3,WDD,DD,OFRA,,symb_vac,0.533345282
Histo_3,WDD,DD,OFRA,,symb_vac,0.556006258
Histo_3,WDD,DD,OFRA,,symb_vac,0.587676116
Histo_3,WDD,DD,OFRA,,symb_vac,0.553046834
Histo_3,WDD,DD,OFRA,,symb_vac,0.520838411
Histo_3,WDD,DD,OFRA,,min_symb,22.398
Histo_3,WDD,DD,OFRA,,max_vac,87.074
Histo_3,WDD,DD,OFRA,,avg_symb,38.08
Histo_3,WDD,DD,OFRA,,avg_vac,67.2556
Histo_4,WDD,DD,OFRA,1,gastro,1
Histo_4,WDD,DD,OFRA,,prop_exo,0
Histo_4,WDD,DD,OFRA,,degr_symb,1
Histo_4,WDD,DD,OFRA,2,gastro,1
Histo_4,WDD,DD,OFRA,,prop_exo,0.066666667
Histo_4,WDD,DD,OFRA,,degr_symb,1
Histo_4,WDD,DD,OFRA,3,gastro,1
Histo_4,WDD,DD,OFRA,,prop_exo,0
Histo_4,WDD,DD,OFRA,,degr_symb,1
Histo_4,WDD,DD,OFRA,4,gastro,1
Histo_4,WDD,DD,OFRA,,prop_exo,0.323529412
Histo_4,WDD,DD,OFRA,,degr_symb,1
Histo_4,WDD,DD,OFRA,5,gastro,1
Histo_4,WDD,DD,OFRA,,prop_exo,0
Histo_4,WDD,DD,OFRA,,degr_symb,1
Histo_4,WDD,DD,OFRA,,symb_vac,0.391036051
Histo_4,WDD,DD,OFRA,,symb_vac,0.485857424
Histo_4,WDD,DD,OFRA,,symb_vac,0.547379217
Histo_4,WDD,DD,OFRA,,symb_vac,0.595391309
Histo_4,WDD,DD,OFRA,,symb_vac,0.74986192
Histo_4,WDD,DD,OFRA,,symb_vac,0.485432676
Histo_4,WDD,DD,OFRA,,symb_vac,0.558458313
Histo_4,WDD,DD,OFRA,,symb_vac,0.547120213
Histo_4,WDD,DD,OFRA,,symb_vac,0.61201085
Histo_4,WDD,DD,OFRA,,symb_vac,0.629137289
Histo_4,WDD,DD,OFRA,,symb_vac,0.52414585
Histo_4,WDD,DD,OFRA,,symb_vac,0.580469412
Histo_4,WDD,DD,OFRA,,symb_vac,0.634644255
Histo_4,WDD,DD,OFRA,,symb_vac,0.684758289
Histo_4,WDD,DD,OFRA,,symb_vac,0.534756549
Histo_4,WDD,DD,OFRA,,min_symb,21.672
Histo_4,WDD,DD,OFRA,,max_vac,69.277
Histo_4,WDD,DD,OFRA,,avg_symb,34.53813333
Histo_4,WDD,DD,OFRA,,avg_vac,60.0794
Histo_5,WHH,HH,OFRA,1,gastro,1
Histo_5,WHH,HH,OFRA,,prop_exo,0.176470588
Histo_5,WHH,HH,OFRA,,degr_symb,1
Histo_5,WHH,HH,OFRA,2,gastro,1
Histo_5,WHH,HH,OFRA,,prop_exo,0
Histo_5,WHH,HH,OFRA,,degr_symb,1
Histo_5,WHH,HH,OFRA,3,gastro,1
Histo_5,WHH,HH,OFRA,,prop_exo,0.625
Histo_5,WHH,HH,OFRA,,degr_symb,1
Histo_5,WHH,HH,OFRA,4,gastro,1
Histo_5,WHH,HH,OFRA,,prop_exo,0.058823529
Histo_5,WHH,HH,OFRA,,degr_symb,1
Histo_5,WHH,HH,OFRA,5,gastro,1
Histo_5,WHH,HH,OFRA,,prop_exo,0.076923077
Histo_5,WHH,HH,OFRA,,degr_symb,1
Histo_5,WHH,HH,OFRA,,symb_vac,0.555235802
Histo_5,WHH,HH,OFRA,,symb_vac,0.583940253
Histo_5,WHH,HH,OFRA,,symb_vac,0.60973417
Histo_5,WHH,HH,OFRA,,symb_vac,0.494044425
Histo_5,WHH,HH,OFRA,,symb_vac,0.570088706
Histo_5,WHH,HH,OFRA,,symb_vac,0.572856348
Histo_5,WHH,HH,OFRA,,symb_vac,0.662286649
Histo_5,WHH,HH,OFRA,,symb_vac,0.69514165
Histo_5,WHH,HH,OFRA,,symb_vac,0.580116915
Histo_5,WHH,HH,OFRA,,symb_vac,0.537357555
Histo_5,WHH,HH,OFRA,,symb_vac,0.527088792
Histo_5,WHH,HH,OFRA,,symb_vac,0.618568377
Histo_5,WHH,HH,OFRA,,symb_vac,0.658871535
Histo_5,WHH,HH,OFRA,,symb_vac,0.527639015
Histo_5,WHH,HH,OFRA,,symb_vac,0.578826081
Histo_5,WHH,HH,OFRA,,min_symb,24.032
Histo_5,WHH,HH,OFRA,,max_vac,68.7
Histo_5,WHH,HH,OFRA,,avg_symb,34.09746667
Histo_5,WHH,HH,OFRA,,avg_vac,58.555
Histo_6,WHH,HH,OFRA,1,gastro,1
Histo_6,WHH,HH,OFRA,,prop_exo,0.285714286
Histo_6,WHH,HH,OFRA,,degr_symb,1
Histo_6,WHH,HH,OFRA,2,gastro,1
Histo_6,WHH,HH,OFRA,,prop_exo,0
Histo_6,WHH,HH,OFRA,,degr_symb,1
Histo_6,WHH,HH,OFRA,3,gastro,1
Histo_6,WHH,HH,OFRA,,prop_exo,0.333333333
Histo_6,WHH,HH,OFRA,,degr_symb,1
Histo_6,WHH,HH,OFRA,4,gastro,1
Histo_6,WHH,HH,OFRA,,prop_exo,0.045454545
Histo_6,WHH,HH,OFRA,,degr_symb,1
Histo_6,WHH,HH,OFRA,5,gastro,1
Histo_6,WHH,HH,OFRA,,prop_exo,0
Histo_6,WHH,HH,OFRA,,degr_symb,1
Histo_6,WHH,HH,OFRA,,symb_vac,0.467650303
Histo_6,WHH,HH,OFRA,,symb_vac,0.459742735
Histo_6,WHH,HH,OFRA,,symb_vac,0.605056754
Histo_6,WHH,HH,OFRA,,symb_vac,0.562801932
Histo_6,WHH,HH,OFRA,,symb_vac,0.468663331
Histo_6,WHH,HH,OFRA,,symb_vac,0.630511448
Histo_6,WHH,HH,OFRA,,symb_vac,0.606905934
Histo_6,WHH,HH,OFRA,,symb_vac,0.651583527
Histo_6,WHH,HH,OFRA,,symb_vac,0.5809121
Histo_6,WHH,HH,OFRA,,symb_vac,0.573312567
Histo_6,WHH,HH,OFRA,,symb_vac,0.486390762
Histo_6,WHH,HH,OFRA,,symb_vac,0.517825555
Histo_6,WHH,HH,OFRA,,symb_vac,0.522304567
Histo_6,WHH,HH,OFRA,,symb_vac,0.543860052
Histo_6,WHH,HH,OFRA,,symb_vac,0.650673985
Histo_6,WHH,HH,OFRA,,min_symb,19.3
Histo_6,WHH,HH,OFRA,,max_vac,77.047
Histo_6,WHH,HH,OFRA,,avg_symb,32.78373333
Histo_6,WHH,HH,OFRA,,avg_vac,59.03326667
Histo_8,WDD,DD,OFRA,1,gastro,1
Histo_8,WDD,DD,OFRA,,prop_exo,0.181818182
Histo_8,WDD,DD,OFRA,,degr_symb,1
Histo_8,WDD,DD,OFRA,2,gastro,1
Histo_8,WDD,DD,OFRA,,prop_exo,0.142857143
Histo_8,WDD,DD,OFRA,,degr_symb,1
Histo_8,WDD,DD,OFRA,3,gastro,1
Histo_8,WDD,DD,OFRA,,prop_exo,0.166666667
Histo_8,WDD,DD,OFRA,,degr_symb,0
Histo_8,WDD,DD,OFRA,4,gastro,0
Histo_8,WDD,DD,OFRA,,prop_exo,0.111111111
Histo_8,WDD,DD,OFRA,,degr_symb,0
Histo_8,WDD,DD,OFRA,5,gastro,0
Histo_8,WDD,DD,OFRA,,prop_exo,0.285714286
Histo_8,WDD,DD,OFRA,,degr_symb,1
Histo_8,WDD,DD,OFRA,,symb_vac,0.508327106
Histo_8,WDD,DD,OFRA,,symb_vac,0.641158461
Histo_8,WDD,DD,OFRA,,symb_vac,0.634528588
Histo_8,WDD,DD,OFRA,,symb_vac,0.755958798
Histo_8,WDD,DD,OFRA,,symb_vac,0.702016493
Histo_8,WDD,DD,OFRA,,symb_vac,0.815337555
Histo_8,WDD,DD,OFRA,,symb_vac,0.557602036
Histo_8,WDD,DD,OFRA,,symb_vac,0.816708837
Histo_8,WDD,DD,OFRA,,symb_vac,0.620383227
Histo_8,WDD,DD,OFRA,,symb_vac,0.681752874
Histo_8,WDD,DD,OFRA,,symb_vac,0.714212443
Histo_8,WDD,DD,OFRA,,symb_vac,0.724086051
Histo_8,WDD,DD,OFRA,,symb_vac,0.643577787
Histo_8,WDD,DD,OFRA,,symb_vac,0.660157846
Histo_8,WDD,DD,OFRA,,symb_vac,0.710933062
Histo_8,WDD,DD,OFRA,,min_symb,28.569
Histo_8,WDD,DD,OFRA,,max_vac,78.183
Histo_8,WDD,DD,OFRA,,avg_symb,37.4044
Histo_8,WDD,DD,OFRA,,avg_vac,55.6332
Histo_9,WHD,HD,OFRA,1,gastro,1
Histo_9,WHD,HD,OFRA,,prop_exo,0.111111111
Histo_9,WHD,HD,OFRA,,degr_symb,1
Histo_9,WHD,HD,OFRA,2,gastro,0
Histo_9,WHD,HD,OFRA,,prop_exo,0.222222222
Histo_9,WHD,HD,OFRA,,degr_symb,1
Histo_9,WHD,HD,OFRA,3,gastro,0
Histo_9,WHD,HD,OFRA,,prop_exo,0.222222222
Histo_9,WHD,HD,OFRA,,degr_symb,0
Histo_9,WHD,HD,OFRA,4,gastro,0
Histo_9,WHD,HD,OFRA,,prop_exo,0.095238095
Histo_9,WHD,HD,OFRA,,degr_symb,1
Histo_9,WHD,HD,OFRA,5,gastro,1
Histo_9,WHD,HD,OFRA,,prop_exo,0.076923077
Histo_9,WHD,HD,OFRA,,degr_symb,0
Histo_9,WHD,HD,OFRA,,symb_vac,0.68503631
Histo_9,WHD,HD,OFRA,,symb_vac,0.758277454
Histo_9,WHD,HD,OFRA,,symb_vac,0.711477793
Histo_9,WHD,HD,OFRA,,symb_vac,0.821046399
Histo_9,WHD,HD,OFRA,,symb_vac,0.817248734
Histo_9,WHD,HD,OFRA,,symb_vac,0.695561676
Histo_9,WHD,HD,OFRA,,symb_vac,0.583165992
Histo_9,WHD,HD,OFRA,,symb_vac,0.62939399
Histo_9,WHD,HD,OFRA,,symb_vac,0.626882733
Histo_9,WHD,HD,OFRA,,symb_vac,0.577492867
Histo_9,WHD,HD,OFRA,,symb_vac,0.534700427
Histo_9,WHD,HD,OFRA,,symb_vac,0.6691909
Histo_9,WHD,HD,OFRA,,symb_vac,0.68505441
Histo_9,WHD,HD,OFRA,,symb_vac,0.745473054
Histo_9,WHD,HD,OFRA,,symb_vac,0.72213689
Histo_9,WHD,HD,OFRA,,min_symb,28.205
Histo_9,WHD,HD,OFRA,,max_vac,50.929
Histo_9,WHD,HD,OFRA,,avg_symb,39.52706667
Histo_9,WHD,HD,OFRA,,avg_vac,57.98786667
Histo_10,WHD,HD,OFRA,1,gastro,0
Histo_10,WHD,HD,OFRA,,prop_exo,0.1
Histo_10,WHD,HD,OFRA,,degr_symb,0
Histo_10,WHD,HD,OFRA,2,gastro,0
Histo_10,WHD,HD,OFRA,,prop_exo,0.176470588
Histo_10,WHD,HD,OFRA,,degr_symb,0
Histo_10,WHD,HD,OFRA,3,gastro,0
Histo_10,WHD,HD,OFRA,,prop_exo,0.2
Histo_10,WHD,HD,OFRA,,degr_symb,0
Histo_10,WHD,HD,OFRA,4,gastro,0
Histo_10,WHD,HD,OFRA,,prop_exo,0.272727273
Histo_10,WHD,HD,OFRA,,degr_symb,1
Histo_10,WHD,HD,OFRA,5,gastro,0
Histo_10,WHD,HD,OFRA,,prop_exo,0.222222222
Histo_10,WHD,HD,OFRA,,degr_symb,0
Histo_10,WHD,HD,OFRA,,symb_vac,0.75505291
Histo_10,WHD,HD,OFRA,,symb_vac,0.722872516
Histo_10,WHD,HD,OFRA,,symb_vac,0.858340525
Histo_10,WHD,HD,OFRA,,symb_vac,0.767572872
Histo_10,WHD,HD,OFRA,,symb_vac,0.749406082
Histo_10,WHD,HD,OFRA,,symb_vac,0.782399946
Histo_10,WHD,HD,OFRA,,symb_vac,0.784754439
Histo_10,WHD,HD,OFRA,,symb_vac,0.953585473
Histo_10,WHD,HD,OFRA,,symb_vac,0.789711264
Histo_10,WHD,HD,OFRA,,symb_vac,0.831160347
Histo_10,WHD,HD,OFRA,,symb_vac,0.735983843
Histo_10,WHD,HD,OFRA,,symb_vac,0.893840761
Histo_10,WHD,HD,OFRA,,symb_vac,0.690017901
Histo_10,WHD,HD,OFRA,,symb_vac,0.742690059
Histo_10,WHD,HD,OFRA,,symb_vac,0.77923985
Histo_10,WHD,HD,OFRA,,min_symb,28.541
Histo_10,WHD,HD,OFRA,,max_vac,51.765
Histo_10,WHD,HD,OFRA,,avg_symb,39.98046667
Histo_10,WHD,HD,OFRA,,avg_vac,50.63873333
Histo_11,WDD,DD,OFRA,1,gastro,0
Histo_11,WDD,DD,OFRA,,prop_exo,0.1
Histo_11,WDD,DD,OFRA,,degr_symb,0
Histo_11,WDD,DD,OFRA,2,gastro,0
Histo_11,WDD,DD,OFRA,,prop_exo,0.153846154
Histo_11,WDD,DD,OFRA,,degr_symb,0
Histo_11,WDD,DD,OFRA,3,gastro,1
Histo_11,WDD,DD,OFRA,,prop_exo,0.16
Histo_11,WDD,DD,OFRA,,degr_symb,1
Histo_11,WDD,DD,OFRA,4,gastro,0
Histo_11,WDD,DD,OFRA,,prop_exo,0.058823529
Histo_11,WDD,DD,OFRA,,degr_symb,0
Histo_11,WDD,DD,OFRA,5,gastro,0
Histo_11,WDD,DD,OFRA,,prop_exo,0.285714286
Histo_11,WDD,DD,OFRA,,degr_symb,1
Histo_11,WDD,DD,OFRA,,symb_vac,0.745593206
Histo_11,WDD,DD,OFRA,,symb_vac,0.846776233
Histo_11,WDD,DD,OFRA,,symb_vac,0.893391174
Histo_11,WDD,DD,OFRA,,symb_vac,0.756496156
Histo_11,WDD,DD,OFRA,,symb_vac,0.754849405
Histo_11,WDD,DD,OFRA,,symb_vac,0.858801038
Histo_11,WDD,DD,OFRA,,symb_vac,0.635525568
Histo_11,WDD,DD,OFRA,,symb_vac,0.656552925
Histo_11,WDD,DD,OFRA,,symb_vac,0.830138239
Histo_11,WDD,DD,OFRA,,symb_vac,0.693250384
Histo_11,WDD,DD,OFRA,,symb_vac,0.833306476
Histo_11,WDD,DD,OFRA,,symb_vac,0.671338454
Histo_11,WDD,DD,OFRA,,symb_vac,0.808046244
Histo_11,WDD,DD,OFRA,,symb_vac,0.855443205
Histo_11,WDD,DD,OFRA,,symb_vac,0.70675666
Histo_11,WDD,DD,OFRA,,min_symb,25.435
Histo_11,WDD,DD,OFRA,,max_vac,51.428
Histo_11,WDD,DD,OFRA,,avg_symb,36.8996
Histo_11,WDD,DD,OFRA,,avg_vac,48.66973333
Histo_12,WHH,HH,OFRA,1,gastro,0
Histo_12,WHH,HH,OFRA,,prop_exo,0.129032258
