ID,TRUE_sample_health,worded_health,species,photo,measurement,value
Histo_21,WDD,DD,PAST,,avg_vac,73.22073333
Histo_22,WDD,DD,OFRA,1,gastro,0
Histo_22,WDD,DD,OFRA,,prop_exo,0.125
Histo_22,WDD,DD,OFRA,,degr_symb,1
Histo_22,WDD,DD,OFRA,2,gastro,1
Histo_22,WDD,DD,OFRA,,prop_exo,0.181818182
Histo_22,WDD,DD,OFRA,,degr_symb,1
Histo_22,WDD,DD,OFRA,3,gastro,1
Histo_22,WDD,DD,OFRA,,prop_exo,0
Histo_22,WDD,DD,OFRA,,degr_symb,1
Histo_22,WDD,DD,OFRA,4,gastro,1
Histo_22,WDD,DD,OFRA,,prop_exo,0.045454545
Histo_22,WDD,DD,OFRA,,degr_symb,1
Histo_22,WDD,DD,OFRA,5,gastro,1
Histo_22,WDD,DD,OFRA,,prop_exo,0
Histo_22,WDD,DD,OFRA,,degr_symb,1
Histo_22,WDD,DD,OFRA,,symb_vac,0.526698194
Histo_22,WDD,DD,OFRA,,symb_vac,0.479287214
Histo_22,WDD,DD,OFRA,,symb_vac,0.520747588
Histo_22,WDD,DD,OFRA,,symb_vac,0.524857147
Histo_22,WDD,DD,OFRA,,symb_vac,0.643477579
Histo_22,WDD,DD,OFRA,,symb_vac,0.571976016
Histo_22,WDD,DD,OFRA,,symb_vac,0.446276257
Histo_22,WDD,DD,OFRA,,symb_vac,0.415925579
Histo_22,WDD,DD,OFRA,,symb_vac,0.475794106
Histo_22,WDD,DD,OFRA,,symb_vac,0.433808339
Histo_22,WDD,DD,OFRA,,symb_vac,0.450984209
Histo_22,WDD,DD,OFRA,,symb_vac,0.517091831
Histo_22,WDD,DD,OFRA,,symb_vac,0.529818968
Histo_22,WDD,DD,OFRA,,symb_vac,0.508855207
Histo_22,WDD,DD,OFRA,,symb_vac,0.549917229
Histo_22,WDD,DD,OFRA,,min_symb,28.044
Histo_22,WDD,DD,OFRA,,max_vac,104.069
Histo_22,WDD,DD,OFRA,,avg_symb,35.20393333
Histo_22,WDD,DD,OFRA,,avg_vac,70.2536
Histo_26,WHD,HD,PAST,1,gastro,1
Histo_26,WHD,HD,PAST,,prop_exo,0.1
Histo_26,WHD,HD,PAST,,degr_symb,1
Histo_26,WHD,HD,PAST,2,gastro,1
Histo_26,WHD,HD,PAST,,prop_exo,0
Histo_26,WHD,HD,PAST,,degr_symb,1
Histo_26,WHD,HD,PAST,3,gastro,1
Histo_26,WHD,HD,PAST,,prop_exo,0.142857143
Histo_26,WHD,HD,PAST,,degr_symb,1
Histo_26,WHD,HD,PAST,4,gastro,1
Histo_26,WHD,HD,PAST,,prop_exo,0.222222222
Histo_26,WHD,HD,PAST,,degr_symb,1
Histo_26,WHD,HD,PAST,5,gastro,1
Histo_26,WHD,HD,PAST,,prop_exo,0.133333333
Histo_26,WHD,HD,PAST,,degr_symb,1
Histo_26,WHD,HD,PAST,,symb_vac,0.702062805
Histo_26,WHD,HD,PAST,,symb_vac,0.819047035
Histo_26,WHD,HD,PAST,,symb_vac,0.669129007
Histo_26,WHD,HD,PAST,,symb_vac,0.789951943
Histo_26,WHD,HD,PAST,,symb_vac,0.791639506
Histo_26,WHD,HD,PAST,,symb_vac,0.807893366
Histo_26,WHD,HD,PAST,,symb_vac,0.778671005
Histo_26,WHD,HD,PAST,,symb_vac,0.813913486
Histo_26,WHD,HD,PAST,,symb_vac,0.85343998
Histo_26,WHD,HD,PAST,,symb_vac,0.737040907
Histo_26,WHD,HD,PAST,,symb_vac,0.811121721
Histo_26,WHD,HD,PAST,,symb_vac,0.776868333
Histo_26,WHD,HD,PAST,,symb_vac,0.784665293
Histo_26,WHD,HD,PAST,,symb_vac,0.70066903
Histo_26,WHD,HD,PAST,,symb_vac,0.66661832
Histo_26,WHD,HD,PAST,,min_symb,24.409
Histo_26,WHD,HD,PAST,,max_vac,118.876
Histo_26,WHD,HD,PAST,,avg_symb,47.95413333
Histo_26,WHD,HD,PAST,,avg_vac,62.92673333
Histo_33,WDD,DD,PAST,1,gastro,1
Histo_33,WDD,DD,PAST,,prop_exo,0
Histo_33,WDD,DD,PAST,,degr_symb,1
Histo_33,WDD,DD,PAST,2,gastro,1
Histo_33,WDD,DD,PAST,,prop_exo,0
Histo_33,WDD,DD,PAST,,degr_symb,1
Histo_33,WDD,DD,PAST,3,gastro,1
Histo_33,WDD,DD,PAST,,prop_exo,0
Histo_33,WDD,DD,PAST,,degr_symb,1
Histo_33,WDD,DD,PAST,4,gastro,1
Histo_33,WDD,DD,PAST,,prop_exo,0.166666667
Histo_33,WDD,DD,PAST,,degr_symb,1
Histo_33,WDD,DD,PAST,5,gastro,1
Histo_33,WDD,DD,PAST,,prop_exo,0.076923077
Histo_33,WDD,DD,PAST,,degr_symb,1
Histo_33,WDD,DD,PAST,,symb_vac,0.473982822
Histo_33,WDD,DD,PAST,,symb_vac,0.551275764
Histo_33,WDD,DD,PAST,,symb_vac,0.535225221
Histo_33,WDD,DD,PAST,,symb_vac,0.654251616
Histo_33,WDD,DD,PAST,,symb_vac,0.548090028
Histo_33,WDD,DD,PAST,,symb_vac,0.631766482
Histo_33,WDD,DD,PAST,,symb_vac,0.534268096
Histo_33,WDD,DD,PAST,,symb_vac,0.619722873
Histo_33,WDD,DD,PAST,,symb_vac,0.46042685
Histo_33,WDD,DD,PAST,,symb_vac,0.503970726
Histo_33,WDD,DD,PAST,,symb_vac,0.517425746
Histo_33,WDD,DD,PAST,,symb_vac,0.512605799
Histo_33,WDD,DD,PAST,,symb_vac,0.550408768
Histo_33,WDD,DD,PAST,,symb_vac,0.57174873
Histo_33,WDD,DD,PAST,,symb_vac,0.595936523
Histo_33,WDD,DD,PAST,,min_symb,22.772
Histo_33,WDD,DD,PAST,,max_vac,79.744
Histo_33,WDD,DD,PAST,,avg_symb,34.54833333
Histo_33,WDD,DD,PAST,,avg_vac,62.7968
Histo_37,WHH,HH,PAST,1,gastro,0
Histo_37,WHH,HH,PAST,,prop_exo,0
Histo_37,WHH,HH,PAST,,degr_symb,1
Histo_37,WHH,HH,PAST,2,gastro,0
Histo_37,WHH,HH,PAST,,prop_exo,0.222222222
Histo_37,WHH,HH,PAST,,degr_symb,1
Histo_37,WHH,HH,PAST,3,gastro,0
Histo_37,WHH,HH,PAST,,prop_exo,0.083333333
Histo_37,WHH,HH,PAST,,degr_symb,1
Histo_37,WHH,HH,PAST,4,gastro,1
Histo_37,WHH,HH,PAST,,prop_exo,0.166666667
Histo_37,WHH,HH,PAST,,degr_symb,1
Histo_37,WHH,HH,PAST,5,gastro,1
Histo_37,WHH,HH,PAST,,prop_exo,0
Histo_37,WHH,HH,PAST,,degr_symb,1
Histo_37,WHH,HH,PAST,,symb_vac,0.562807331
Histo_37,WHH,HH,PAST,,symb_vac,0.642886974
Histo_37,WHH,HH,PAST,,symb_vac,0.468191232
Histo_37,WHH,HH,PAST,,symb_vac,0.615865879
Histo_37,WHH,HH,PAST,,symb_vac,0.463429021
Histo_37,WHH,HH,PAST,,symb_vac,0.507056875
Histo_37,WHH,HH,PAST,,symb_vac,0.567651474
Histo_37,WHH,HH,PAST,,symb_vac,0.59359972
Histo_37,WHH,HH,PAST,,symb_vac,0.548809011
Histo_37,WHH,HH,PAST,,symb_vac,0.567913685
Histo_37,WHH,HH,PAST,,symb_vac,0.583190887
Histo_37,WHH,HH,PAST,,symb_vac,0.535233583
Histo_37,WHH,HH,PAST,,symb_vac,0.426687306
Histo_37,WHH,HH,PAST,,symb_vac,0.581829289
Histo_37,WHH,HH,PAST,,symb_vac,0.560423175
Histo_37,WHH,HH,PAST,,min_symb,18.856
Histo_37,WHH,HH,PAST,,max_vac,76.637
Histo_37,WHH,HH,PAST,,avg_symb,32.09566667
Histo_37,WHH,HH,PAST,,avg_vac,58.5188
Histo_40,WHH,HH,PAST,1,gastro,1
Histo_40,WHH,HH,PAST,,prop_exo,0.2
Histo_40,WHH,HH,PAST,,degr_symb,1
Histo_40,WHH,HH,PAST,2,gastro,1
Histo_40,WHH,HH,PAST,,prop_exo,0
Histo_40,WHH,HH,PAST,,degr_symb,1
Histo_40,WHH,HH,PAST,3,gastro,1
Histo_40,WHH,HH,PAST,,prop_exo,0.066666667
Histo_40,WHH,HH,PAST,,degr_symb,1
Histo_40,WHH,HH,PAST,4,gastro,0
Histo_40,WHH,HH,PAST,,prop_exo,0.176470588
Histo_40,WHH,HH,PAST,,degr_symb,1
Histo_40,WHH,HH,PAST,5,gastro,1
Histo_40,WHH,HH,PAST,,prop_exo,0
Histo_40,WHH,HH,PAST,,degr_symb,1
Histo_40,WHH,HH,PAST,,symb_vac,0.561206308
Histo_40,WHH,HH,PAST,,symb_vac,0.499090738
Histo_40,WHH,HH,PAST,,symb_vac,0.636941152
Histo_40,WHH,HH,PAST,,symb_vac,0.650413501
Histo_40,WHH,HH,PAST,,symb_vac,0.645026614
Histo_40,WHH,HH,PAST,,symb_vac,0.617031567
Histo_40,WHH,HH,PAST,,symb_vac,0.629453359
Histo_40,WHH,HH,PAST,,symb_vac,0.543434976
Histo_40,WHH,HH,PAST,,symb_vac,0.54566031
Histo_40,WHH,HH,PAST,,symb_vac,0.564941262
Histo_40,WHH,HH,PAST,,symb_vac,0.590023177
Histo_40,WHH,HH,PAST,,symb_vac,0.567488317
Histo_40,WHH,HH,PAST,,symb_vac,0.650895181
Histo_40,WHH,HH,PAST,,symb_vac,0.548797781
Histo_40,WHH,HH,PAST,,symb_vac,0.649486731
Histo_40,WHH,HH,PAST,,min_symb,30.617
Histo_40,WHH,HH,PAST,,max_vac,84.869
Histo_40,WHH,HH,PAST,,avg_symb,38.01786667
Histo_40,WHH,HH,PAST,,avg_vac,64.19166667
Histo_41,WHD,HD,PAST,1,gastro,0
Histo_41,WHD,HD,PAST,,prop_exo,0
Histo_41,WHD,HD,PAST,,degr_symb,1
Histo_41,WHD,HD,PAST,2,gastro,1
Histo_41,WHD,HD,PAST,,prop_exo,0.25
Histo_41,WHD,HD,PAST,,degr_symb,1
Histo_41,WHD,HD,PAST,3,gastro,1
Histo_41,WHD,HD,PAST,,prop_exo,0.166666667
Histo_41,WHD,HD,PAST,,degr_symb,1
Histo_41,WHD,HD,PAST,4,gastro,1
Histo_41,WHD,HD,PAST,,prop_exo,0
Histo_41,WHD,HD,PAST,,degr_symb,1
Histo_41,WHD,HD,PAST,5,gastro,0
Histo_41,WHD,HD,PAST,,prop_exo,0.142857143
Histo_41,WHD,HD,PAST,,degr_symb,1
Histo_41,WHD,HD,PAST,,symb_vac,0.590420604
Histo_41,WHD,HD,PAST,,symb_vac,0.632051555
Histo_41,WHD,HD,PAST,,symb_vac,0.719327909
Histo_41,WHD,HD,PAST,,symb_vac,0.497084261
Histo_41,WHD,HD,PAST,,symb_vac,0.431219298
Histo_41,WHD,HD,PAST,,symb_vac,0.60213894
Histo_41,WHD,HD,PAST,,symb_vac,0.572837229
Histo_41,WHD,HD,PAST,,symb_vac,0.532767882
Histo_41,WHD,HD,PAST,,symb_vac,0.586470348
Histo_41,WHD,HD,PAST,,symb_vac,0.558671692
Histo_41,WHD,HD,PAST,,symb_vac,0.564916587
Histo_41,WHD,HD,PAST,,symb_vac,0.494056455
Histo_41,WHD,HD,PAST,,symb_vac,0.634652448
Histo_41,WHD,HD,PAST,,symb_vac,0.481466855
Histo_41,WHD,HD,PAST,,symb_vac,0.573342378
Histo_41,WHD,HD,PAST,,min_symb,23.614
Histo_41,WHD,HD,PAST,,max_vac,84.209
Histo_41,WHD,HD,PAST,,avg_symb,33.96753333
Histo_41,WHD,HD,PAST,,avg_vac,60.79053333
Histo_42,WHH,HH,PAST,1,gastro,0
Histo_42,WHH,HH,PAST,,prop_exo,0
Histo_42,WHH,HH,PAST,,degr_symb,1
Histo_42,WHH,HH,PAST,2,gastro,1
Histo_42,WHH,HH,PAST,,prop_exo,0.142857143
Histo_42,WHH,HH,PAST,,degr_symb,1
Histo_42,WHH,HH,PAST,3,gastro,1
Histo_42,WHH,HH,PAST,,prop_exo,0.24
Histo_42,WHH,HH,PAST,,degr_symb,1
Histo_42,WHH,HH,PAST,4,gastro,1
Histo_42,WHH,HH,PAST,,prop_exo,0
Histo_42,WHH,HH,PAST,,degr_symb,1
Histo_42,WHH,HH,PAST,5,gastro,0
Histo_42,WHH,HH,PAST,,prop_exo,0.4
Histo_42,WHH,HH,PAST,,degr_symb,1
Histo_42,WHH,HH,PAST,,symb_vac,0.649011802
Histo_42,WHH,HH,PAST,,symb_vac,0.66756048
Histo_42,WHH,HH,PAST,,symb_vac,0.554142854
Histo_42,WHH,HH,PAST,,symb_vac,0.608196817
Histo_42,WHH,HH,PAST,,symb_vac,0.650805644
Histo_42,WHH,HH,PAST,,symb_vac,0.597889233
Histo_42,WHH,HH,PAST,,symb_vac,0.574695692
Histo_42,WHH,HH,PAST,,symb_vac,0.51667491
Histo_42,WHH,HH,PAST,,symb_vac,0.536957753
Histo_42,WHH,HH,PAST,,symb_vac,0.517531143
Histo_42,WHH,HH,PAST,,symb_vac,0.621402424
Histo_42,WHH,HH,PAST,,symb_vac,0.595383795
Histo_42,WHH,HH,PAST,,symb_vac,0.64752318
Histo_42,WHH,HH,PAST,,symb_vac,0.566982787
Histo_42,WHH,HH,PAST,,symb_vac,0.567449736
Histo_42,WHH,HH,PAST,,min_symb,25.889
Histo_42,WHH,HH,PAST,,max_vac,78.662
Histo_42,WHH,HH,PAST,,avg_symb,37.10306667
Histo_42,WHH,HH,PAST,,avg_vac,62.92646667
Histo_43,WHH,HH,PAST,1,gastro,1
Histo_43,WHH,HH,PAST,,prop_exo,0.2
Histo_43,WHH,HH,PAST,,degr_symb,1
Histo_43,WHH,HH,PAST,2,gastro,1
Histo_43,WHH,HH,PAST,,prop_exo,0
Histo_43,WHH,HH,PAST,,degr_symb,1
Histo_43,WHH,HH,PAST,3,gastro,0
Histo_43,WHH,HH,PAST,,prop_exo,0
Histo_43,WHH,HH,PAST,,degr_symb,1
Histo_43,WHH,HH,PAST,4,gastro,1
Histo_43,WHH,HH,PAST,,prop_exo,0.142857143
Histo_43,WHH,HH,PAST,,degr_symb,1
Histo_43,WHH,HH,PAST,5,gastro,1
Histo_43,WHH,HH,PAST,,prop_exo,0
Histo_43,WHH,HH,PAST,,degr_symb,1
Histo_43,WHH,HH,PAST,,symb_vac,0.671289901
Histo_43,WHH,HH,PAST,,symb_vac,0.52355705
Histo_43,WHH,HH,PAST,,symb_vac,0.543011583
Histo_43,WHH,HH,PAST,,symb_vac,0.564232498
Histo_43,WHH,HH,PAST,,symb_vac,0.569891396
Histo_43,WHH,HH,PAST,,symb_vac,0.596817341
Histo_43,WHH,HH,PAST,,symb_vac,0.668193901
Histo_43,WHH,HH,PAST,,symb_vac,0.580199524
Histo_43,WHH,HH,PAST,,symb_vac,0.503724849
Histo_43,WHH,HH,PAST,,symb_vac,0.465095703
Histo_43,WHH,HH,PAST,,symb_vac,0.546050891
Histo_43,WHH,HH,PAST,,symb_vac,0.611491936
Histo_43,WHH,HH,PAST,,symb_vac,0.664280019
Histo_43,WHH,HH,PAST,,symb_vac,0.622549295
Histo_43,WHH,HH,PAST,,symb_vac,0.65377343
Histo_43,WHH,HH,PAST,,min_symb,30.341
Histo_43,WHH,HH,PAST,,max_vac,113.418
Histo_43,WHH,HH,PAST,,avg_symb,47.7588
Histo_43,WHH,HH,PAST,,avg_vac,81.87553333
Histo_44,WDD,DD,PAST,1,gastro,1
Histo_44,WDD,DD,PAST,,prop_exo,0.538461539
Histo_44,WDD,DD,PAST,,degr_symb,1
Histo_44,WDD,DD,PAST,2,gastro,1
Histo_44,WDD,DD,PAST,,prop_exo,0.25
Histo_44,WDD,DD,PAST,,degr_symb,1
Histo_44,WDD,DD,PAST,3,gastro,0
Histo_44,WDD,DD,PAST,,prop_exo,0
Histo_44,WDD,DD,PAST,,degr_symb,1
Histo_44,WDD,DD,PAST,4,gastro,1
Histo_44,WDD,DD,PAST,,prop_exo,0.117647059
Histo_44,WDD,DD,PAST,,degr_symb,1
Histo_44,WDD,DD,PAST,5,gastro,1
Histo_44,WDD,DD,PAST,,prop_exo,0
Histo_44,WDD,DD,PAST,,degr_symb,1
Histo_44,WDD,DD,PAST,,symb_vac,0.615482485
Histo_44,WDD,DD,PAST,,symb_vac,0.493723085
Histo_44,WDD,DD,PAST,,symb_vac,0.539591653
Histo_44,WDD,DD,PAST,,symb_vac,0.510734128
Histo_44,WDD,DD,PAST,,symb_vac,0.628264529
Histo_44,WDD,DD,PAST,,symb_vac,0.517892139
Histo_44,WDD,DD,PAST,,symb_vac,0.769744656
Histo_44,WDD,DD,PAST,,symb_vac,0.622261299
Histo_44,WDD,DD,PAST,,symb_vac,0.633564155
Histo_44,WDD,DD,PAST,,symb_vac,0.595289362
Histo_44,WDD,DD,PAST,,symb_vac,0.555773112
Histo_44,WDD,DD,PAST,,symb_vac,0.481184355
Histo_44,WDD,DD,PAST,,symb_vac,0.623481781
Histo_44,WDD,DD,PAST,,symb_vac,0.601216006
Histo_44,WDD,DD,PAST,,symb_vac,0.518704886
Histo_44,WDD,DD,PAST,,min_symb,24.052
Histo_44,WDD,DD,PAST,,max_vac,91.019
Histo_44,WDD,DD,PAST,,avg_symb,36.90566667
Histo_44,WDD,DD,PAST,,avg_vac,64.19326667
Histo_45,WHH,HH,PAST,1,gastro,1
Histo_45,WHH,HH,PAST,,prop_exo,0.4
Histo_45,WHH,HH,PAST,,degr_symb,1
Histo_45,WHH,HH,PAST,2,gastro,1
Histo_45,WHH,HH,PAST,,prop_exo,0.1
Histo_45,WHH,HH,PAST,,degr_symb,1
Histo_45,WHH,HH,PAST,3,gastro,1
Histo_45,WHH,HH,PAST,,prop_exo,0.166666667
Histo_45,WHH,HH,PAST,,degr_symb,1
Histo_45,WHH,HH,PAST,4,gastro,0
Histo_45,WHH,HH,PAST,,prop_exo,1
Histo_45,WHH,HH,PAST,,degr_symb,1
Histo_45,WHH,HH,PAST,5,gastro,1
Histo_45,WHH,HH,PAST,,prop_exo,0
Histo_45,WHH,HH,PAST,,degr_symb,1
Histo_45,WHH,HH,PAST,,symb_vac,0.673972722
Histo_45,WHH,HH,PAST,,symb_vac,0.645872769
Histo_45,WHH,HH,PAST,,symb_vac,0.548450835
Histo_45,WHH,HH,PAST,,symb_vac,0.60271909
Histo_45,WHH,HH,PAST,,symb_vac,0.493489443
Histo_45,WHH,HH,PAST,,symb_vac,0.522130024
Histo_45,WHH,HH,PAST,,symb_vac,0.459174062
Histo_45,WHH,HH,PAST,,symb_vac,0.610447459
Histo_45,WHH,HH,PAST,,symb_vac,0.6266917
Histo_45,WHH,HH,PAST,,symb_vac,0.698200882
Histo_45,WHH,HH,PAST,,symb_vac,0.49841952
Histo_45,WHH,HH,PAST,,symb_vac,0.639637621
Histo_45,WHH,HH,PAST,,symb_vac,0.526896669
Histo_45,WHH,HH,PAST,,symb_vac,0.656169043
Histo_45,WHH,HH,PAST,,symb_vac,0.670019906
Histo_45,WHH,HH,PAST,,min_symb,24.125
Histo_45,WHH,HH,PAST,,max_vac,75.381
Histo_45,WHH,HH,PAST,,avg_symb,33.65846667
Histo_45,WHH,HH,PAST,,avg_vac,57.4296