individual,condition_h,species,time,photo,measurement,value
Histo_38_March23,HD,PSTR,endemic,,degr_symb,1
Histo_38_March23,HD,PSTR,endemic,2,gastro,1
Histo_38_March23,HD,PSTR,endemic,,prop_exo,0
Histo_38_March23,HD,PSTR,endemic,,degr_symb,1
Histo_38_March23,HD,PSTR,endemic,3,gastro,1
Histo_38_March23,HD,PSTR,endemic,,prop_exo,0.045454545
Histo_38_March23,HD,PSTR,endemic,,degr_symb,1
Histo_38_March23,HD,PSTR,endemic,4,gastro,1
Histo_38_March23,HD,PSTR,endemic,,prop_exo,0.176470588
Histo_38_March23,HD,PSTR,endemic,,degr_symb,1
Histo_38_March23,HD,PSTR,endemic,5,gastro,1
Histo_38_March23,HD,PSTR,endemic,,prop_exo,0.333333333
Histo_38_March23,HD,PSTR,endemic,,degr_symb,1
Histo_38_March23,HD,PSTR,endemic,,symb_vac,0.528864026
Histo_38_March23,HD,PSTR,endemic,,symb_vac,0.495038423
Histo_38_March23,HD,PSTR,endemic,,symb_vac,0.553760299
Histo_38_March23,HD,PSTR,endemic,,symb_vac,0.381258112
Histo_38_March23,HD,PSTR,endemic,,symb_vac,0.52761036
Histo_38_March23,HD,PSTR,endemic,,symb_vac,0.623814168
Histo_38_March23,HD,PSTR,endemic,,symb_vac,0.551180445
Histo_38_March23,HD,PSTR,endemic,,symb_vac,0.523891208
Histo_38_March23,HD,PSTR,endemic,,symb_vac,0.630244808
Histo_38_March23,HD,PSTR,endemic,,symb_vac,0.523595506
Histo_38_March23,HD,PSTR,endemic,,symb_vac,0.520273571
Histo_38_March23,HD,PSTR,endemic,,symb_vac,0.533673659
Histo_38_March23,HD,PSTR,endemic,,symb_vac,0.509933441
Histo_38_March23,HD,PSTR,endemic,,symb_vac,0.564420836
Histo_38_March23,HD,PSTR,endemic,,symb_vac,0.601205601
Histo_38_March23,HD,PSTR,endemic,,min_symb,16.449
Histo_38_March23,HD,PSTR,endemic,,max_vac,70.129
Histo_38_March23,HD,PSTR,endemic,,avg_symb,27.93386667
Histo_38_March23,HD,PSTR,endemic,,avg_vac,51.66566667
Histo_39_March23,HH,PSTR,endemic,1,gastro,1
Histo_39_March23,HH,PSTR,endemic,,prop_exo,0.037037037
Histo_39_March23,HH,PSTR,endemic,,degr_symb,1
Histo_39_March23,HH,PSTR,endemic,2,gastro,0
Histo_39_March23,HH,PSTR,endemic,,prop_exo,0.1875
Histo_39_March23,HH,PSTR,endemic,,degr_symb,1
Histo_39_March23,HH,PSTR,endemic,3,gastro,1
Histo_39_March23,HH,PSTR,endemic,,prop_exo,0.125
Histo_39_March23,HH,PSTR,endemic,,degr_symb,1
Histo_39_March23,HH,PSTR,endemic,4,gastro,0
Histo_39_March23,HH,PSTR,endemic,,prop_exo,0.25
Histo_39_March23,HH,PSTR,endemic,,degr_symb,1
Histo_39_March23,HH,PSTR,endemic,5,gastro,1
Histo_39_March23,HH,PSTR,endemic,,prop_exo,0.074074074
Histo_39_March23,HH,PSTR,endemic,,degr_symb,1
Histo_39_March23,HH,PSTR,endemic,,symb_vac,0.510957293
Histo_39_March23,HH,PSTR,endemic,,symb_vac,0.53593765
Histo_39_March23,HH,PSTR,endemic,,symb_vac,0.500721208
Histo_39_March23,HH,PSTR,endemic,,symb_vac,0.604582022
Histo_39_March23,HH,PSTR,endemic,,symb_vac,0.534138474
Histo_39_March23,HH,PSTR,endemic,,symb_vac,0.415467428
Histo_39_March23,HH,PSTR,endemic,,symb_vac,0.484093684
Histo_39_March23,HH,PSTR,endemic,,symb_vac,0.469240048
Histo_39_March23,HH,PSTR,endemic,,symb_vac,0.575120374
Histo_39_March23,HH,PSTR,endemic,,symb_vac,0.599051633
Histo_39_March23,HH,PSTR,endemic,,symb_vac,0.489433522
Histo_39_March23,HH,PSTR,endemic,,symb_vac,0.561439577
Histo_39_March23,HH,PSTR,endemic,,symb_vac,0.531106894
Histo_39_March23,HH,PSTR,endemic,,symb_vac,0.614041019
Histo_39_March23,HH,PSTR,endemic,,symb_vac,0.580521935
Histo_39_March23,HH,PSTR,endemic,,min_symb,11.346
Histo_39_March23,HH,PSTR,endemic,,max_vac,69.575
Histo_39_March23,HH,PSTR,endemic,,avg_symb,25.00726667
Histo_39_March23,HH,PSTR,endemic,,avg_vac,46.5448
Histo_40_March23,HD,PSTR,endemic,1,gastro,1
Histo_40_March23,HD,PSTR,endemic,,prop_exo,0
Histo_40_March23,HD,PSTR,endemic,,degr_symb,1
Histo_40_March23,HD,PSTR,endemic,2,gastro,1
Histo_40_March23,HD,PSTR,endemic,,prop_exo,0.181818182
Histo_40_March23,HD,PSTR,endemic,,degr_symb,1
Histo_40_March23,HD,PSTR,endemic,3,gastro,1
Histo_40_March23,HD,PSTR,endemic,,prop_exo,0.225806452
Histo_40_March23,HD,PSTR,endemic,,degr_symb,1
Histo_40_March23,HD,PSTR,endemic,4,gastro,1
Histo_40_March23,HD,PSTR,endemic,,prop_exo,0.2
Histo_40_March23,HD,PSTR,endemic,,degr_symb,1
Histo_40_March23,HD,PSTR,endemic,5,gastro,1
Histo_40_March23,HD,PSTR,endemic,,prop_exo,0
Histo_40_March23,HD,PSTR,endemic,,degr_symb,1
Histo_40_March23,HD,PSTR,endemic,,symb_vac,0.511532367
Histo_40_March23,HD,PSTR,endemic,,symb_vac,0.541999132
Histo_40_March23,HD,PSTR,endemic,,symb_vac,0.590819477
Histo_40_March23,HD,PSTR,endemic,,symb_vac,0.480773555
Histo_40_March23,HD,PSTR,endemic,,symb_vac,0.509788975
Histo_40_March23,HD,PSTR,endemic,,symb_vac,0.679643424
Histo_40_March23,HD,PSTR,endemic,,symb_vac,0.751229691
Histo_40_March23,HD,PSTR,endemic,,symb_vac,0.585468012
Histo_40_March23,HD,PSTR,endemic,,symb_vac,0.55154687
Histo_40_March23,HD,PSTR,endemic,,symb_vac,0.492979748
Histo_40_March23,HD,PSTR,endemic,,symb_vac,0.663201663
Histo_40_March23,HD,PSTR,endemic,,symb_vac,0.435961809
Histo_40_March23,HD,PSTR,endemic,,symb_vac,0.562073394
Histo_40_March23,HD,PSTR,endemic,,symb_vac,0.588001253
Histo_40_March23,HD,PSTR,endemic,,symb_vac,0.486141082
Histo_40_March23,HD,PSTR,endemic,,min_symb,19.242
Histo_40_March23,HD,PSTR,endemic,,max_vac,61.836
Histo_40_March23,HD,PSTR,endemic,,avg_symb,30.04426667
Histo_40_March23,HD,PSTR,endemic,,avg_vac,53.42186667
Histo_41_March23,DD,PSTR,endemic,1,gastro,1
Histo_41_March23,DD,PSTR,endemic,,prop_exo,0.208333333
Histo_41_March23,DD,PSTR,endemic,,degr_symb,1
Histo_41_March23,DD,PSTR,endemic,2,gastro,0
Histo_41_March23,DD,PSTR,endemic,,prop_exo,0.066666667
Histo_41_March23,DD,PSTR,endemic,,degr_symb,1
Histo_41_March23,DD,PSTR,endemic,3,gastro,1
Histo_41_March23,DD,PSTR,endemic,,prop_exo,0
Histo_41_March23,DD,PSTR,endemic,,degr_symb,1
Histo_41_March23,DD,PSTR,endemic,4,gastro,1
Histo_41_March23,DD,PSTR,endemic,,prop_exo,0.25
Histo_41_March23,DD,PSTR,endemic,,degr_symb,1
Histo_41_March23,DD,PSTR,endemic,5,gastro,1
Histo_41_March23,DD,PSTR,endemic,,prop_exo,0.333333333
Histo_41_March23,DD,PSTR,endemic,,degr_symb,1
Histo_41_March23,DD,PSTR,endemic,,symb_vac,0.60954703
Histo_41_March23,DD,PSTR,endemic,,symb_vac,0.563721137
Histo_41_March23,DD,PSTR,endemic,,symb_vac,0.567282151
Histo_41_March23,DD,PSTR,endemic,,symb_vac,0.563859717
Histo_41_March23,DD,PSTR,endemic,,symb_vac,0.646109463
Histo_41_March23,DD,PSTR,endemic,,symb_vac,0.657650269
Histo_41_March23,DD,PSTR,endemic,,symb_vac,0.625547697
Histo_41_March23,DD,PSTR,endemic,,symb_vac,0.516219119
Histo_41_March23,DD,PSTR,endemic,,symb_vac,0.481592368
Histo_41_March23,DD,PSTR,endemic,,symb_vac,0.662926844
Histo_41_March23,DD,PSTR,endemic,,symb_vac,0.506105834
Histo_41_March23,DD,PSTR,endemic,,symb_vac,0.736681548
Histo_41_March23,DD,PSTR,endemic,,symb_vac,0.481220014
Histo_41_March23,DD,PSTR,endemic,,symb_vac,0.604961268
Histo_41_March23,DD,PSTR,endemic,,symb_vac,0.655930683
Histo_41_March23,DD,PSTR,endemic,,min_symb,18.981
Histo_41_March23,DD,PSTR,endemic,,max_vac,67.472
Histo_41_March23,DD,PSTR,endemic,,avg_symb,29.83153333
Histo_41_March23,DD,PSTR,endemic,,avg_vac,50.21373333
Histo_42_March23,HH,PSTR,endemic,1,gastro,1
Histo_42_March23,HH,PSTR,endemic,,prop_exo,0.153846154
Histo_42_March23,HH,PSTR,endemic,,degr_symb,1
Histo_42_March23,HH,PSTR,endemic,2,gastro,1
Histo_42_March23,HH,PSTR,endemic,,prop_exo,0.15
Histo_42_March23,HH,PSTR,endemic,,degr_symb,1
Histo_42_March23,HH,PSTR,endemic,3,gastro,1
Histo_42_March23,HH,PSTR,endemic,,prop_exo,0.25
Histo_42_March23,HH,PSTR,endemic,,degr_symb,1
Histo_42_March23,HH,PSTR,endemic,4,gastro,0
Histo_42_March23,HH,PSTR,endemic,,prop_exo,0.333333333
Histo_42_March23,HH,PSTR,endemic,,degr_symb,1
Histo_42_March23,HH,PSTR,endemic,5,gastro,1
Histo_42_March23,HH,PSTR,endemic,,prop_exo,0.214285714
Histo_42_March23,HH,PSTR,endemic,,degr_symb,1
Histo_42_March23,HH,PSTR,endemic,,symb_vac,0.67480486
Histo_42_March23,HH,PSTR,endemic,,symb_vac,0.593556348
Histo_42_March23,HH,PSTR,endemic,,symb_vac,0.612246324
Histo_42_March23,HH,PSTR,endemic,,symb_vac,0.550650558
Histo_42_March23,HH,PSTR,endemic,,symb_vac,0.54850372
Histo_42_March23,HH,PSTR,endemic,,symb_vac,0.647782648
Histo_42_March23,HH,PSTR,endemic,,symb_vac,0.520116105
Histo_42_March23,HH,PSTR,endemic,,symb_vac,0.550743679
Histo_42_March23,HH,PSTR,endemic,,symb_vac,0.402146926
Histo_42_March23,HH,PSTR,endemic,,symb_vac,0.650679515
Histo_42_March23,HH,PSTR,endemic,,symb_vac,0.552212049
Histo_42_March23,HH,PSTR,endemic,,symb_vac,0.567896893
Histo_42_March23,HH,PSTR,endemic,,symb_vac,0.562458135
Histo_42_March23,HH,PSTR,endemic,,symb_vac,0.557688664
Histo_42_March23,HH,PSTR,endemic,,symb_vac,0.575020527
Histo_42_March23,HH,PSTR,endemic,,min_symb,21.861
Histo_42_March23,HH,PSTR,endemic,,max_vac,74.554
Histo_42_March23,HH,PSTR,endemic,,avg_symb,30.92813333
Histo_42_March23,HH,PSTR,endemic,,avg_vac,53.95566667
Histo_43_March23,HD,PSTR,endemic,1,gastro,1
Histo_43_March23,HD,PSTR,endemic,,prop_exo,0
Histo_43_March23,HD,PSTR,endemic,,degr_symb,1
Histo_43_March23,HD,PSTR,endemic,2,gastro,1
Histo_43_March23,HD,PSTR,endemic,,prop_exo,0.208333333
Histo_43_March23,HD,PSTR,endemic,,degr_symb,1
Histo_43_March23,HD,PSTR,endemic,3,gastro,1
Histo_43_March23,HD,PSTR,endemic,,prop_exo,0.0625
Histo_43_March23,HD,PSTR,endemic,,degr_symb,1
Histo_43_March23,HD,PSTR,endemic,4,gastro,0
Histo_43_March23,HD,PSTR,endemic,,prop_exo,0.12
Histo_43_March23,HD,PSTR,endemic,,degr_symb,1
Histo_43_March23,HD,PSTR,endemic,5,gastro,1
Histo_43_March23,HD,PSTR,endemic,,prop_exo,0.105263158
Histo_43_March23,HD,PSTR,endemic,,degr_symb,1
Histo_43_March23,HD,PSTR,endemic,,symb_vac,0.608269387
Histo_43_March23,HD,PSTR,endemic,,symb_vac,0.530382035
Histo_43_March23,HD,PSTR,endemic,,symb_vac,0.591103595
Histo_43_March23,HD,PSTR,endemic,,symb_vac,0.579305435
Histo_43_March23,HD,PSTR,endemic,,symb_vac,0.49579197
Histo_43_March23,HD,PSTR,endemic,,symb_vac,0.489715642
Histo_43_March23,HD,PSTR,endemic,,symb_vac,0.529151607
Histo_43_March23,HD,PSTR,endemic,,symb_vac,0.562104788
Histo_43_March23,HD,PSTR,endemic,,symb_vac,0.500532916
Histo_43_March23,HD,PSTR,endemic,,symb_vac,0.594812266
Histo_43_March23,HD,PSTR,endemic,,symb_vac,0.478475425
Histo_43_March23,HD,PSTR,endemic,,symb_vac,0.587892142
Histo_43_March23,HD,PSTR,endemic,,symb_vac,0.576708582
Histo_43_March23,HD,PSTR,endemic,,symb_vac,0.641120943
Histo_43_March23,HD,PSTR,endemic,,symb_vac,0.490211672
Histo_43_March23,HD,PSTR,endemic,,min_symb,22.072
Histo_43_March23,HD,PSTR,endemic,,max_vac,68.005
Histo_43_March23,HD,PSTR,endemic,,avg_symb,29.66946667
Histo_43_March23,HD,PSTR,endemic,,avg_vac,53.72973333
Histo_44_March23,DD,PSTR,endemic,1,gastro,1
Histo_44_March23,DD,PSTR,endemic,,prop_exo,0.090909091
Histo_44_March23,DD,PSTR,endemic,,degr_symb,1
Histo_44_March23,DD,PSTR,endemic,2,gastro,1
Histo_44_March23,DD,PSTR,endemic,,prop_exo,0.291666667
Histo_44_March23,DD,PSTR,endemic,,degr_symb,1
Histo_44_March23,DD,PSTR,endemic,3,gastro,1
Histo_44_March23,DD,PSTR,endemic,,prop_exo,0.2
Histo_44_March23,DD,PSTR,endemic,,degr_symb,1
Histo_44_March23,DD,PSTR,endemic,4,gastro,0
Histo_44_March23,DD,PSTR,endemic,,prop_exo,0.142857143
Histo_44_March23,DD,PSTR,endemic,,degr_symb,1
Histo_44_March23,DD,PSTR,endemic,5,gastro,0
Histo_44_March23,DD,PSTR,endemic,,prop_exo,0
Histo_44_March23,DD,PSTR,endemic,,degr_symb,1
Histo_44_March23,DD,PSTR,endemic,,symb_vac,0.628339589
Histo_44_March23,DD,PSTR,endemic,,symb_vac,0.66978848
Histo_44_March23,DD,PSTR,endemic,,symb_vac,0.603811222
Histo_44_March23,DD,PSTR,endemic,,symb_vac,0.515090751
Histo_44_March23,DD,PSTR,endemic,,symb_vac,0.514313641
Histo_44_March23,DD,PSTR,endemic,,symb_vac,0.54368165
Histo_44_March23,DD,PSTR,endemic,,symb_vac,0.706101326
Histo_44_March23,DD,PSTR,endemic,,symb_vac,0.736055479
Histo_44_March23,DD,PSTR,endemic,,symb_vac,0.619455598
Histo_44_March23,DD,PSTR,endemic,,symb_vac,0.591732886
Histo_44_March23,DD,PSTR,endemic,,symb_vac,0.646525431
Histo_44_March23,DD,PSTR,endemic,,symb_vac,0.476193999
Histo_44_March23,DD,PSTR,endemic,,symb_vac,0.542385769
Histo_44_March23,DD,PSTR,endemic,,symb_vac,0.535450161
Histo_44_March23,DD,PSTR,endemic,,symb_vac,0.549854578
Histo_44_March23,DD,PSTR,endemic,,min_symb,19.313
Histo_44_March23,DD,PSTR,endemic,,max_vac,69.705
Histo_44_March23,DD,PSTR,endemic,,avg_symb,30.07066667
Histo_44_March23,DD,PSTR,endemic,,avg_vac,50.7838
Histo_45_March23,HD,PSTR,endemic,1,gastro,1
Histo_45_March23,HD,PSTR,endemic,,prop_exo,0.214285714
Histo_45_March23,HD,PSTR,endemic,,degr_symb,1
Histo_45_March23,HD,PSTR,endemic,2,gastro,1
Histo_45_March23,HD,PSTR,endemic,,prop_exo,0.142857143
Histo_45_March23,HD,PSTR,endemic,,degr_symb,1
Histo_45_March23,HD,PSTR,endemic,3,gastro,1
Histo_45_March23,HD,PSTR,endemic,,prop_exo,0.086956522
Histo_45_March23,HD,PSTR,endemic,,degr_symb,1
Histo_45_March23,HD,PSTR,endemic,4,gastro,0
Histo_45_March23,HD,PSTR,endemic,,prop_exo,0
Histo_45_March23,HD,PSTR,endemic,,degr_symb,1
Histo_45_March23,HD,PSTR,endemic,5,gastro,1
Histo_45_March23,HD,PSTR,endemic,,prop_exo,0
Histo_45_March23,HD,PSTR,endemic,,degr_symb,1
Histo_45_March23,HD,PSTR,endemic,,symb_vac,0.568881586
Histo_45_March23,HD,PSTR,endemic,,symb_vac,0.597559882
Histo_45_March23,HD,PSTR,endemic,,symb_vac,0.587858646
Histo_45_March23,HD,PSTR,endemic,,symb_vac,0.563703508
Histo_45_March23,HD,PSTR,endemic,,symb_vac,0.670336264
Histo_45_March23,HD,PSTR,endemic,,symb_vac,0.576855887
Histo_45_March23,HD,PSTR,endemic,,symb_vac,0.586507822
Histo_45_March23,HD,PSTR,endemic,,symb_vac,0.571496014
Histo_45_March23,HD,PSTR,endemic,,symb_vac,0.605893605
Histo_45_March23,HD,PSTR,endemic,,symb_vac,0.615560684
Histo_45_March23,HD,PSTR,endemic,,symb_vac,0.562737567
Histo_45_March23,HD,PSTR,endemic,,symb_vac,0.69998197
Histo_45_March23,HD,PSTR,endemic,,symb_vac,0.62400775
Histo_45_March23,HD,PSTR,endemic,,symb_vac,0.639323998
Histo_45_March23,HD,PSTR,endemic,,symb_vac,0.573777688
Histo_45_March23,HD,PSTR,endemic,,min_symb,23.19
Histo_45_March23,HD,PSTR,endemic,,max_vac,59.232
Histo_45_March23,HD,PSTR,endemic,,avg_symb,30.26386667
Histo_45_March23,HD,PSTR,endemic,,avg_vac,50.35346667
Histo_46_March23,DD,OFRA,endemic,1,gastro,1
Histo_46_March23,DD,OFRA,endemic,,prop_exo,0.444444444
Histo_46_March23,DD,OFRA,endemic,,degr_symb,1
Histo_46_March23,DD,OFRA,endemic,2,gastro,1
Histo_46_March23,DD,OFRA,endemic,,prop_exo,0.263157895
Histo_46_March23,DD,OFRA,endemic,,degr_symb,1
Histo_46_March23,DD,OFRA,endemic,3,gastro,1
Histo_46_March23,DD,OFRA,endemic,,prop_exo,0.571428571
Histo_46_March23,DD,OFRA,endemic,,degr_symb,1
Histo_46_March23,DD,OFRA,endemic,4,gastro,0
Histo_46_March23,DD,OFRA,endemic,,prop_exo,0.137931034
Histo_46_March23,DD,OFRA,endemic,,degr_symb,1
Histo_46_March23,DD,OFRA,endemic,5,gastro,1
Histo_46_March23,DD,OFRA,endemic,,prop_exo,0.217391304
Histo_46_March23,DD,OFRA,endemic,,degr_symb,1
Histo_46_March23,DD,OFRA,endemic,,symb_vac,0.521221394
Histo_46_March23,DD,OFRA,endemic,,symb_vac,0.519303318
Histo_46_March23,DD,OFRA,endemic,,symb_vac,0.458934568
Histo_46_March23,DD,OFRA,endemic,,symb_vac,0.467406757
Histo_46_March23,DD,OFRA,endemic,,symb_vac,0.60090464
Histo_46_March23,DD,OFRA,endemic,,symb_vac,0.489158923
Histo_46_March23,DD,OFRA,endemic,,symb_vac,0.614877287
Histo_46_March23,DD,OFRA,endemic,,symb_vac,0.562930078
Histo_46_March23,DD,OFRA,endemic,,symb_vac,0.654555905
Histo_46_March23,DD,OFRA,endemic,,symb_vac,0.569038071
Histo_46_March23,DD,OFRA,endemic,,symb_vac,0.493296928
Histo_46_March23,DD,OFRA,endemic,,symb_vac,0.516121778
Histo_46_March23,DD,OFRA,endemic,,symb_vac,0.565890662
Histo_46_March23,DD,OFRA,endemic,,symb_vac,0.730183586
Histo_46_March23,DD,OFRA,endemic,,symb_vac,0.617600498
Histo_46_March23,DD,OFRA,endemic,,min_symb,14.371
Histo_46_March23,DD,OFRA,endemic,,max_vac,48.717
Histo_46_March23,DD,OFRA,endemic,,avg_symb,23.00086667
Histo_46_March23,DD,OFRA,endemic,,avg_vac,40.81386667
Histo_47_March23,DD,PSTR,endemic,1,gastro,1
Histo_47_March23,DD,PSTR,endemic,,prop_exo,0.130434783
Histo_47_March23,DD,PSTR,endemic,,degr_symb,1
Histo_47_March23,DD,PSTR,endemic,2,gastro,1
Histo_47_March23,DD,PSTR,endemic,,prop_exo,0.266666667
Histo_47_March23,DD,PSTR,endemic,,degr_symb,1
Histo_47_March23,DD,PSTR,endemic,3,gastro,1
Histo_47_March23,DD,PSTR,endemic,,prop_exo,0.230769231
Histo_47_March23,DD,PSTR,endemic,,degr_symb,1
Histo_47_March23,DD,PSTR,endemic,4,gastro,1
Histo_47_March23,DD,PSTR,endemic,,prop_exo,0.166666667
Histo_47_March23,DD,PSTR,endemic,,degr_symb,1
Histo_47_March23,DD,PSTR,endemic,5,gastro,1
Histo_47_March23,DD,PSTR,endemic,,prop_exo,0.153846154
Histo_47_March23,DD,PSTR,endemic,,degr_symb,1
Histo_47_March23,DD,PSTR,endemic,,symb_vac,0.562066558
Histo_47_March23,DD,PSTR,endemic,,symb_vac,0.465250195
Histo_47_March23,DD,PSTR,endemic,,symb_vac,0.704809814
Histo_47_March23,DD,PSTR,endemic,,symb_vac,0.610645273
Histo_47_March23,DD,PSTR,endemic,,symb_vac,0.514021087
Histo_47_March23,DD,PSTR,endemic,,symb_vac,0.67151637
Histo_47_March23,DD,PSTR,endemic,,symb_vac,0.540413798
Histo_47_March23,DD,PSTR,endemic,,symb_vac,0.584212993
Histo_47_March23,DD,PSTR,endemic,,symb_vac,0.532820332
Histo_47_March23,DD,PSTR,endemic,,symb_vac,0.655921842
Histo_47_March23,DD,PSTR,endemic,,symb_vac,0.635209985
Histo_47_March23,DD,PSTR,endemic,,symb_vac,0.581996294
Histo_47_March23,DD,PSTR,endemic,,symb_vac,0.495246818
Histo_47_March23,DD,PSTR,endemic,,symb_vac,0.489643862
Histo_47_March23,DD,PSTR,endemic,,symb_vac,0.512768146
Histo_47_March23,DD,PSTR,endemic,,min_symb,24.152
Histo_47_March23,DD,PSTR,endemic,,max_vac,65.123
Histo_47_March23,DD,PSTR,endemic,,avg_symb,31.454
Histo_47_March23,DD,PSTR,endemic,,avg_vac,55.31526667
Histo_48_March23,HD,OFRA,endemic,1,gastro,0
Histo_48_March23,HD,OFRA,endemic,,prop_exo,0.222222222
Histo_48_March23,HD,OFRA,endemic,,degr_symb,1
Histo_48_March23,HD,OFRA,endemic,2,gastro,1
Histo_48_March23,HD,OFRA,endemic,,prop_exo,0.19047619
Histo_48_March23,HD,OFRA,endemic,,degr_symb,1
Histo_48_March23,HD,OFRA,endemic,3,gastro,1
Histo_48_March23,HD,OFRA,endemic,,prop_exo,0.4
Histo_48_March23,HD,OFRA,endemic,,degr_symb,1
Histo_48_March23,HD,OFRA,endemic,4,gastro,1
Histo_48_March23,HD,OFRA,endemic,,prop_exo,0.142857143
Histo_48_March23,HD,OFRA,endemic,,degr_symb,1
Histo_48_March23,HD,OFRA,endemic,5,gastro,1
Histo_48_March23,HD,OFRA,endemic,,prop_exo,0.076923077
Histo_48_March23,HD,OFRA,endemic,,degr_symb,1
Histo_48_March23,HD,OFRA,endemic,,symb_vac,0.60656712
Histo_48_March23,HD,OFRA,endemic,,symb_vac,0.580796375
Histo_48_March23,HD,OFRA,endemic,,symb_vac,0.522979645
Histo_48_March23,HD,OFRA,endemic,,symb_vac,0.633942709
Histo_48_March23,HD,OFRA,endemic,,symb_vac,0.515480786
Histo_48_March23,HD,OFRA,endemic,,symb_vac,0.562746937
Histo_48_March23,HD,OFRA,endemic,,symb_vac,0.555910649
Histo_48_March23,HD,OFRA,endemic,,symb_vac,0.55141129
Histo_48_March23,HD,OFRA,endemic,,symb_vac,0.694107211
Histo_48_March23,HD,OFRA,endemic,,symb_vac,0.494761952
Histo_48_March23,HD,OFRA,endemic,,symb_vac,0.559499909
Histo_48_March23,HD,OFRA,endemic,,symb_vac,0.548642083
Histo_48_March23,HD,OFRA,endemic,,symb_vac,0.61912001
Histo_48_March23,HD,OFRA,endemic,,symb_vac,0.559464316
Histo_48_March23,HD,OFRA,endemic,,symb_vac,0.517059339
Histo_48_March23,HD,OFRA,endemic,,min_symb,16.699
Histo_48_March23,HD,OFRA,endemic,,max_vac,55.158
Histo_48_March23,HD,OFRA,endemic,,avg_symb,23.40326667
Histo_48_March23,HD,OFRA,endemic,,avg_vac,41.3748
Histo_49_March23,HH,OFRA,endemic,1,gastro,0
Histo_49_March23,HH,OFRA,endemic,,prop_exo,0.086956522
Histo_49_March23,HH,OFRA,endemic,,degr_symb,1
Histo_49_March23,HH,OFRA,endemic,2,gastro,1
Histo_49_March23,HH,OFRA,endemic,,prop_exo,0.1
Histo_49_March23,HH,OFRA,endemic,,degr_symb,1
Histo_49_March23,HH,OFRA,endemic,3,gastro,1
Histo_49_March23,HH,OFRA,endemic,,prop_exo,0.259259259
Histo_49_March23,HH,OFRA,endemic,,degr_symb,1
Histo_49_March23,HH,OFRA,endemic,4,gastro,1
Histo_49_March23,HH,OFRA,endemic,,prop_exo,0.230769231
Histo_49_March23,HH,OFRA,endemic,,degr_symb,1
Histo_49_March23,HH,OFRA,endemic,5,gastro,1
Histo_49_March23,HH,OFRA,endemic,,prop_exo,0.137931034
Histo_49_March23,HH,OFRA,endemic,,degr_symb,1
Histo_49_March23,HH,OFRA,endemic,,symb_vac,0.696165384
Histo_49_March23,HH,OFRA,endemic,,symb_vac,0.563777048
Histo_49_March23,HH,OFRA,endemic,,symb_vac,0.719828624
Histo_49_March23,HH,OFRA,endemic,,symb_vac,0.597135751
Histo_49_March23,HH,OFRA,endemic,,symb_vac,0.474344185
Histo_49_March23,HH,OFRA,endemic,,symb_vac,0.594195912
Histo_49_March23,HH,OFRA,endemic,,symb_vac,0.600541934
Histo_49_March23,HH,OFRA,endemic,,symb_vac,0.542056845
Histo_49_March23,HH,OFRA,endemic,,symb_vac,0.556905108
Histo_49_March23,HH,OFRA,endemic,,symb_vac,0.651175566
Histo_49_March23,HH,OFRA,endemic,,symb_vac,0.640957388
Histo_49_March23,HH,OFRA,endemic,,symb_vac,0.506661406
Histo_49_March23,HH,OFRA,endemic,,symb_vac,0.557199285
Histo_49_March23,HH,OFRA,endemic,,symb_vac,0.630381494
Histo_49_March23,HH,OFRA,endemic,,symb_vac,0.631578947
Histo_49_March23,HH,OFRA,endemic,,min_symb,19.739
Histo_49_March23,HH,OFRA,endemic,,max_vac,66.749
Histo_49_March23,HH,OFRA,endemic,,avg_symb,27.26133333
Histo_49_March23,HH,OFRA,endemic,,avg_vac,46.08866667